czech,english,pronunciation,audio,sort_order,block_id,note_id,topic_id,grammar_chunk_id,is_vocabulary,lesson_id
strašit,haunt,hˈɔːnt,haunt.opus,103000,,,,,True,103
doufejme,hopefully,hˈoʊpfəli,hopefully.opus,103001,,,,,True,103
nenávist,hatred,hˈeɪtɹɪd,hatred.opus,103002,,,,,True,103
kyčle,hip,hˈɪp,hip.opus,103003,,,,,True,103
cena,prize,pɹˈaɪz,prize.opus,103004,,,,,True,103
jinak,otherwise,ˈʌðɚwˌaɪz,otherwise.opus,103005,,,,,True,103
prominentní,prominent,pɹˈɑːmɪnənt,prominent.opus,103006,,,,,True,103
léčit,heal,hˈiːl,heal.opus,103007,,,,,True,103
léčení,healing,hˈiːlɪŋ,healing.opus,103008,,,,,True,103
líbánky,honeymoon,hˈʌnɪmˌuːn,honeymoon.opus,103009,,,,,True,103
Atlantik,Atlantic,ɐtlˈæntɪk,atlantic.opus,103010,,,,,True,103
dlužit,owe,ˈoʊ,owe.opus,103011,,,,,True,103
slibovat,promise,pɹˈɑːmɪs,promise.opus,103012,,,,,True,103
spolužák,schoolmate,skˈuːlmeɪt,schoolmate.opus,103013,,,,,True,103
historický,historical,hɪstˈɔːɹɪkəl,historical.opus,103014,,,,,True,103
pánev,saucepan,sˈɔːspən,saucepan.opus,103015,,,,,True,103
bolestivé,painful,pˈeɪnfəl,painful.opus,103016,,,,,True,103
titulek,headline,hˈɛdlaɪn,headline.opus,103017,,,,,True,103
atletický,athletic,æθlˈɛɾɪk,athletic.opus,103018,,,,,True,103
přepracování,overwork,ˌoʊvɚwˈɜːk,overwork.opus,103019,,,,,True,103
historický,historic,hɪstˈɔːɹɪk,historic.opus,103020,,,,,True,103
poměr,proportion,pɹəpˈɔːɹʃən,proportion.opus,103021,,,,,True,103
odpadkový koš,bin,bˈɪn,bin.opus,103022,,,,,True,103
historik,historian,hɪstˈɔːɹiən,historian.opus,103023,,,,,True,103
učitel,schoolteacher,skˈuːltiːtʃɚ,schoolteacher.opus,103024,,,,,True,103
sken,scan,skˈæn,scan.opus,103025,,,,,True,103
účtovat,bill,bˈɪl,bill.opus,103026,,,,,True,103
předškolní,preschool,pɹˈiːskuːl,preschool.opus,103027,,,,,True,103
škrábnutí,scratch,skɹˈætʃ,scratch.opus,103028,,,,,True,103
obvykle,generally,dʒˈɛnɚɹəli,generally.opus,103029,,,,,True,103
generovat,generate,dʒˈɛnɚɹˌeɪt,generate.opus,103030,,,,,True,103
zasedání,session,sˈɛʃən,session.opus,103031,,,,,True,103
štědrý,generous,dʒˈɛnɚɹəs,generous.opus,103032,,,,,True,103
prostý,plain,plˈeɪn,plain.opus,103033,,,,,True,103
sloužit,service,sˈɜːvɪs,service.opus,103034,,,,,True,103
genetický,genetic,dʒɪnˈɛɾɪk,genetic.opus,103035,,,,,True,103
genetika,genetics,dʒɪnˈɛɾɪks,genetics.opus,103036,,,,,True,103
geneticky,genetically,dʒɪnˈɛɾɪkli,genetically.opus,103037,,,,,True,103
umístit,place,plˈeɪs,place.opus,103038,,,,,True,103
stranou,aside,ɐsˈaɪd,aside.opus,103039,,,,,True,103
server,server,sˈɜːvɚ,server.opus,103040,,,,,True,103
jáma,pit,pˈɪt,pit.opus,103041,,,,,True,103
zahanbený,ashamed,ɐʃˈeɪmd,ashamed.opus,103042,,,,,True,103
gentleman,gentleman,dʒˈɛntəlmən,gentleman.opus,103043,,,,,True,103
gen,gene,dʒˈiːn,gene.opus,103044,,,,,True,103
potenciální,potential,pətˈɛnʃəl,potential.opus,103045,,,,,True,103
platforma,platform,plˈætfɔːɹm,platform.opus,103046,,,,,True,103
zahrádkářství,gardening,ɡˈɑːɹdənɪŋ,gardening.opus,103047,,,,,True,103
