czech,english,,
zralý,ripe,,
severovýchod,northeast,,
informativní,informative,,
potlesk,applause,,
kývnutí,nod,,
přísada,ingredient,,
inhalovat,inhale,,
počáteční,initial,,
zpočátku,initially,,
injekci,inject,,
ani,nor,,
nesmysl,nonsense,,
zemětřesení,quake,,
nicméně,nonetheless,,
obyvatel,inhabitant,,
severní,northern,,
instalovat,instal,,
milovaný,beloved,,
střední,intermediate,,
aritmetický,arithmetic,,
přestávka,intermission,,
vnitřní,internal,,
mezinárodně,internationally,,
vedle,next door,,
popravit,revise,,
revize,revision,,
uznání,appreciation,,
přerušit,interrupt,,
interval,interval,,
dotazovaný,interviewee,,
ocenit,award,,
nově,newly,,
nováček,newcomer,,
zavedení,introduction,,
úrok,interest,,
přezdívka,nickname,,
interakce,interaction,,
interagovat,interact,,
instance,instance,,
množství,quantity,,
místo,instead of,,
ústav,institute,,
k dispozici,available,,
avenue,avenue,,
poučit,instruct,,
návod,instruction,,
instruktor,instructor,,
přepsat,rewrite,,
