czech,english,pronunciation,audio,sort_order,block_id,note_id,topic_id,grammar_chunk_id,is_vocabulary,lesson_id
inzerát,ad,ˈæd,ad.opus,164000,,,,,True,164
sjednotit,unite,juːnˈaɪt,unite.opus,164001,,,,,True,164
voskovat,wax,wˈæks,wax.opus,164002,,,,,True,164
navyknout,accustom,ɐkˈʌstəm,accustom.opus,164003,,,,,True,164
zranění,wound,wˈuːnd,wound.opus,164004,,,,,True,164
hodnota,worth,wˈɜːθ,worth.opus,164005,,,,,True,164
ctihodný,worthy,wˈɜːði,worthy.opus,164006,,,,,True,164
stojí za to,worthwhile,wɜːθwˈaɪl,worthwhile.opus,164007,,,,,True,164
opotřebované,worn,wˈɔːɹn,worn.opus,164008,,,,,True,164
absence,absence,ˈæbsəns,absence.opus,164009,,,,,True,164
dílna,workshop,wˈɜːkʃɑːp,workshop.opus,164010,,,,,True,164
pracoviště,workplace,wˈɜːkpleɪs,workplace.opus,164011,,,,,True,164
cvičení,workout,wˈɜːkaʊt,workout.opus,164012,,,,,True,164
pracovní,working,wˈɜːkɪŋ,working.opus,164013,,,,,True,164
chybí,absent,ˈæbsənt,absent.opus,164014,,,,,True,164
absolutní,absolute,ˈæbsəlˌuːt,absolute.opus,164015,,,,,True,164
absolutně,absolutely,ˌæbsəlˈuːtli,absolutely.opus,164016,,,,,True,164
absorbovat,absorb,ɐbsˈɔːɹb,absorb.opus,164017,,,,,True,164
zázrak,wonder,wˈʌndɚ,wonder.opus,164018,,,,,True,164
abstraktní,abstract,ˈæbstɹækt,abstract.opus,164019,,,,,True,164
čaroděj,wizard,wˈɪzɚd,wizard.opus,164020,,,,,True,164
svědčit,witness,wˈɪtnəs,witness.opus,164021,,,,,True,164
vadnout,wither,wˈɪðɚ,wither.opus,164022,,,,,True,164
obalit,wrap,ɹˈæp,wrap.opus,164023,,,,,True,164
