czech,english,pronunciation,audio,sort_order,block_id,note_id,topic_id,grammar_chunk_id,is_vocabulary,lesson_id
který,which,wˈɪtʃ,which.opus,9000,,,,,True,9
čí,whose,hˈuːz,whose.opus,9001,,,,,True,9
z,from,fɹˈʌm,from.opus,9002,,,,,True,9
jméno,name,nˈeɪm,name.opus,9003,,,,,True,9
špatně,wrong,ɹˈɔŋ,wrong.opus,9004,,,,,True,9
čas,time,tˈaɪm,time.opus,9005,,,,,True,9
toto,this,ðˈɪs,this.opus,9006,,,,,True,9
tamto,that,ðˈæt,that.opus,9007,,,,,True,9
tyto,these,ðˈiːz,these.opus,9008,,,,,True,9
ti,those,ðˈoʊz,those.opus,9009,,,,,True,9
student,student,stˈuːdənt,student.opus,9010,,,,,True,9
žít,live,lɪv,live_IPA_liv.opus,9011,,,,,True,9
vzduch,air,ˈɛɹ,air.opus,9012,,,,,True,9
sklad,store,stˈɔːɹ,store.opus,9013,,,,,True,9
v,in,ˈɪn,in.opus,9014,,,,,True,9
na,on,ˈɔn,on.opus,9015,,,,,True,9
na,at,ˈæt,at.opus,9016,,,,,True,9
k,to,tˈuː,to.opus,9017,,,,,True,9
plakat,cry,kɹˈaɪ,cry.opus,9018,,,,,True,9
vždy,always,ˈɔːlweɪz,always.opus,9019,,,,,True,9
každý,every,ˈɛvɹi,every.opus,9020,,,,,True,9
nikdy,never,nˈɛvɚ,never.opus,9021,,,,,True,9
všechno,everything,ˈɛvɹɪθˌɪŋ,everything.opus,9022,,,,,True,9
tělo,body,bˈɑːdi,body.opus,9023,,,,,True,9
Já jsem?,Am I?,æm ˈaɪ,am_i.opus,9024,11,,,5,False,9
Ty jsi?,Are you?,ɑːɹ jˈuː,are_you.opus,9025,11,,,5,False,9
On je?,Is he?,ɪz hˈiː,is_he.opus,9026,11,,,5,False,9
Ona je?,Is she?,ɪz ʃˈiː,is_she.opus,9027,11,,,5,False,9
Ono je?,Is it?,ɪz ˈɪt,is_it.opus,9028,11,,,5,False,9
My jsme?,Are we?,ɑːɹ wˈiː,are_we.opus,9029,11,,,5,False,9
Vy jste?,Are you?,ɑːɹ jˈuː,are_you.opus,9030,11,,,5,False,9
Oni jsou?,Are they?,ɑːɹ ðˈeɪ,are_they.opus,9031,11,,,5,False,9
"Ano, jsem.","Yes, I am.",jˈɛs aɪˈæm,yes_i_am.opus,9032,12,,,6,False,9
"Ano, on je.","Yes, he is.",jˈɛs hiː ɪz,yes_he_is.opus,9033,12,,,6,False,9
"Ano, ona je.","Yes, she is.",jˈɛs ʃiː ɪz,yes_she_is.opus,9034,12,,,6,False,9
"Ano, my jsme.","Yes, we are.",jˈɛs wiː ɑːɹ,yes_we_are.opus,9035,12,,,6,False,9
"Ne, nejsem.","No, I'm not.",nˈoʊ aɪm nˈɑːt,no_im_not.opus,9036,12,,,6,False,9
"Ne, on není.","No, he's not.",nˈoʊ hiːz nˈɑːt,no_hes_not.opus,9037,12,,,6,False,9
"Ne, ona není.","No, she's not.",nˈoʊ ʃiːz nˈɑːt,no_shes_not.opus,9038,12,,,6,False,9
"Ne, my nejsme.","No, we're not.",nˈoʊ wɪɹ nˈɑːt,no_were_not.opus,9039,12,,,6,False,9
Jsem tlustý?,Am I fat?,æm aɪ fˈæt,am_i_fat.opus,9040,,,,5,False,9
Jsi smutný?,Are you sad?,ɑːɹ juː sˈæd,are_you_sad.opus,9041,,,,5,False,9
Je velký?,Is he big?,ɪz hiː bˈɪɡ,is_he_big.opus,9042,,,,5,False,9
Je malá?,Is she small?,ɪz ʃiː smˈɔːl,is_she_small.opus,9043,,,,5,False,9
Je to rychlé?,Is it fast?,ɪz ɪt fˈæst,is_it_fast.opus,9044,,,,5,False,9
Jsme mladí?,Are we young?,ɑːɹ wiː jˈʌŋ,are_we_young.opus,9045,,,,5,False,9
Jste staří?,Are you old?,ɑːɹ juː ˈoʊld,are_you_old.opus,9046,,,,5,False,9
Jsou silní?,Are they strong?,ɑːɹ ðeɪ stɹˈɔŋ,are_they_strong.opus,9047,,,,5,False,9
