czech,english,pronunciation,audio,sort_order,block_id,note_id,topic_id,grammar_chunk_id,is_vocabulary,lesson_id
uvést v omyl,mislead,mɪslˈiːd,mislead.opus,111000,,,,,True,111
zarovnat,level,lˈɛvəl,level.opus,111001,,,,,True,111
hlávkový salát,lettuce,lˈɛɾɪs,lettuce.opus,111002,,,,,True,111
pálka,bat,bˈæt,bat.opus,111003,,,,,True,111
mixovací nádoba,mixing bowl,mˈɪksɪŋ bˈoʊl,mixing_bowl.opus,111004,,,,,True,111
proti,anti,ˈæntaɪ,anti.opus,111005,,,,,True,111
upravit,modify,mˈɑːdᵻfˌaɪ,modify.opus,111006,,,,,True,111
obnovit,renew,ɹᵻnˈuː,renew.opus,111007,,,,,True,111
racionální,rational,ɹˈæʃənəl,rational.opus,111008,,,,,True,111
kontrolovat,control,kəntɹˈoʊl,control.opus,111009,,,,,True,111
dálkové ovládání,remote control,ɹᵻmˈoʊt kəntɹˈoʊl,remote_control.opus,111010,,,,,True,111
mírný,moderate,mˈɑːdɚɹət,moderate.opus,111011,,,,,True,111
vzpomínka,remembrance,ɹᵻmˈɛmbɹəns,remembrance.opus,111012,,,,,True,111
mech,moss,mˈɔs,moss.opus,111013,,,,,True,111
modelovat,model,mˈɑːdəl,model.opus,111014,,,,,True,111
délka,length,lˈɛŋθ,length.opus,111015,,,,,True,111
lék,remedy,ɹˈɛmədi,remedy.opus,111016,,,,,True,111
břitva,razor,ɹˈeɪzɚ,razor.opus,111017,,,,,True,111
pekař,baker,bˈeɪkɚ,baker.opus,111018,,,,,True,111
snížit,lessen,lˈɛsən,lessen.opus,111019,,,,,True,111
pekárna,bakery,bˈeɪkɚɹi,bakery.opus,111020,,,,,True,111
dosah,reach,ɹˈiːtʃ,reach.opus,111021,,,,,True,111
poznamenat,remark,ɹᵻmˈɑːɹk,remark.opus,111022,,,,,True,111
pozoruhodný,remarkable,ɹᵻmˈɑːɹkəbəl,remarkable.opus,111023,,,,,True,111
modální,modal,mˈoʊdəl,modal.opus,111024,,,,,True,111
pořadí,rank,ɹˈæŋk,rank.opus,111025,,,,,True,111
vlast,motherland,mˈʌðɜːlənd,motherland.opus,111026,,,,,True,111
pohyb,motion,mˈoʊʃən,motion.opus,111027,,,,,True,111
bez hnutí,motionless,mˈoʊʃənləs,motionless.opus,111028,,,,,True,111
hlídat děti,babysit,bˈeɪbɪsˌɪt,babysit.opus,111029,,,,,True,111
hlídačka,babysitter,bˈeɪbɪsˌɪɾɚ,babysitter.opus,111030,,,,,True,111
železnice,railway,ɹˈeɪlweɪ,railway.opus,111031,,,,,True,111
sval,muscle,mˈʌsəl,muscle.opus,111032,,,,,True,111
vraždit,murder,mˈɜːdɚ,murder.opus,111033,,,,,True,111
vrah,murderer,mˈɜːdɚɹɚ,murderer.opus,111034,,,,,True,111
obyvatel,resident,ɹˈɛzᵻdənt,resident.opus,111035,,,,,True,111
obytný,residential,ɹˌɛzᵻdˈɛnʃəl,residential.opus,111036,,,,,True,111
laskavost,kindness,kˈaɪndnəs,kindness.opus,111037,,,,,True,111
krásně,beautifully,bjˈuːɾɪfəli,beautifully.opus,111038,,,,,True,111
mezek,mule,mjˈuːl,mule.opus,111039,,,,,True,111
rytmus,beat,bˈiːt,beat.opus,111040,,,,,True,111
kotě,kitten,kˈɪʔn̩,kitten.opus,111041,,,,,True,111
bestie,beast,bˈiːst,beast.opus,111042,,,,,True,111
plést,knit,nˈɪt,knit.opus,111043,,,,,True,111
klepat,knock,nˈɑːk,knock.opus,111044,,,,,True,111
srážky,rainfall,ɹˈeɪnfɔːl,rainfall.opus,111045,,,,,True,111
zabíjení,killing,kˈɪlɪŋ,killing.opus,111046,,,,,True,111
železnice,railroad,ɹˈeɪlɹoʊd,railroad.opus,111047,,,,,True,111
