czech,english,block_id,grammar_chunk_id
servírka,waitress,,
hlasování,vote,,
volejbal,volleyball,,
návštívit,visit,,
návštěva,visit,,
video,video,,
zeleniny,vegetable,,
váza,vase,,
dovolená,vacation,,
nás,us,,
vyřešit,solve,,
pohovka,sofa,,
sociální,social,,
piknik,picnic,,
vybrat,pick,,
klavír,piano,,
fotografie,photo,,
mazlíček,pet,,
období,period,,
prase,pig,,
platba,pay,,
večírek,party,,
partner,partner,,
pardon,pardon,,
Kde já bydlím?,Where do I live?,38,30
Co ty čteš?,What do you read?,38,30
Kdy on pracuje?,When does he work?,38,30
Proč ona vaří?,Why does she cook?,38,30
Jak to funguje?,How does it work?,38,30
Kam my cestujeme?,Where do we travel?,38,30
Co ty potřebuješ?,What do you need?,38,30
Kdy oni hrají?,When do they play?,38,30
Kdo kupuje mléko?,Who buys the milk?,55,30
Kdo vaří večeři?,Who cooks dinner?,55,30
Kdo bydlí nahoře?,Who lives upstairs?,55,30
Kdo volá v noci?,Who calls at night?,55,30
Kdo platí účet?,Who pays the bill?,55,30
Kdo nosí klobouk?,Who wears a hat?,55,30
Co svítí v noci?,What shines at night?,55,30
Co dělá ten zvuk?,What makes that sound?,55,30
