czech,english,pronunciation,audio,sort_order,block_id,note_id,topic_id,grammar_chunk_id,is_vocabulary,lesson_id
pouze,only,ˈoʊnli,only.opus,17000,,,,,True,17
produkt,product,pɹˈɑːdʌkt,product.opus,17001,,,,,True,17
služba,service,sˈɜːvɪs,service.opus,17002,,,,,True,17
měl by,shall,ʃˈæl,shall.opus,17003,,,,,True,17
zůstat,stay,stˈeɪ,stay.opus,17004,,,,,True,17
manželka,wife,wˈaɪf,wife.opus,17005,,,,,True,17
daleko,away,ɐwˈeɪ,away.opus,17006,,,,,True,17
péče,care,kˈɛɹ,care.opus,17007,,,,,True,17
náklady,cost,kˈɔst,cost.opus,17008,,,,,True,17
hluboký,deep,dˈiːp,deep.opus,17009,,,,,True,17
dost,enough,ɪnˈʌf,enough.opus,17010,,,,,True,17
bojovat,fight,fˈaɪt,fight.opus,17011,,,,,True,17
garáž,garage,ɡɚɹˈɑːʒ,garage.opus,17012,,,,,True,17
hvězda,star,stˈɑːɹ,star.opus,17013,,,,,True,17
ponechat,keep,kˈiːp,keep.opus,17014,,,,,True,17
chybět,miss,mˈɪs,miss.opus,17015,,,,,True,17
žádost,request,ɹᵻkwˈɛst,request.opus,17016,,,,,True,17
sezóna,season,sˈiːzən,season.opus,17017,,,,,True,17
nemocný,sick,sˈɪk,sick.opus,17018,,,,,True,17
vítat,welcome,wˈɛlkʌm,welcome.opus,17019,,,,,True,17
souhlasit,agree,ɐɡɹˈiː,agree.opus,17020,,,,,True,17
most,bridge,bɹˈɪdʒ,bridge.opus,17021,,,,,True,17
dort,cake,kˈeɪk,cake.opus,17022,,,,,True,17
jiný,other,ˈʌðɚ,other.opus,17023,,,,,True,17
v domě,in the house,ɪnðə hˈaʊs,in_the_house.opus,17024,31,,,23,False,17
v pokoji,in the room,ɪnðə ɹˈuːm,in_the_room.opus,17025,31,,,23,False,17
v autě,in the car,ɪnðə kˈɑːɹ,in_the_car.opus,17026,31,,,23,False,17
ve městě,in the city,ɪnðə sˈɪɾi,in_the_city.opus,17027,31,,,23,False,17
v krabici,in the box,ɪnðə bˈɑːks,in_the_box.opus,17028,31,,,23,False,17
v tašce,in the bag,ɪnðə bˈæɡ,in_the_bag.opus,17029,31,,,23,False,17
v kuchyni,in the kitchen,ɪnðə kˈɪtʃən,in_the_kitchen.opus,17030,31,,,23,False,17
v zahradě,in the garden,ɪnðə ɡˈɑːɹdən,in_the_garden.opus,17031,31,,,23,False,17
na stole,on the table,ɔnðə tˈeɪbəl,on_the_table.opus,17032,32,,,24,False,17
na zdi,on the wall,ɔnðə wˈɔːl,on_the_wall.opus,17033,32,,,24,False,17
na podlaze,on the floor,ɔnðə flˈɔːɹ,on_the_floor.opus,17034,32,,,24,False,17
na střeše,on the roof,ɔnðə ɹˈuːf,on_the_roof.opus,17035,32,,,24,False,17
na stránce,on the page,ɔnðə pˈeɪdʒ,on_the_page.opus,17036,32,,,24,False,17
v televizi,on TV,ˌɔn tˌiːvˈiː,on_tv.opus,17037,32,,,24,False,17
na seznamu,on the list,ɔnðə lˈɪst,on_the_list.opus,17038,32,,,24,False,17
na obrázku,on the picture,ɔnðə pˈɪktʃɚ,on_the_picture.opus,17039,32,,,24,False,17
u dveří,at the door,æt ðə dˈɔːɹ,at_the_door.opus,17040,33,,,25,False,17
na zastávce,at the bus stop,æt ðə bˈʌs stˈɑːp,at_the_bus_stop.opus,17041,33,,,25,False,17
doma,at home,æt hˈoʊm,at_home.opus,17042,33,,,25,False,17
v práci,at work,æt wˈɜːk,at_work.opus,17043,33,,,25,False,17
ve škole,at school,æt skˈuːl,at_school.opus,17044,33,,,25,False,17
na letišti,at the airport,æt ðɪ ˈɛɹpɔːɹt,at_the_airport.opus,17045,33,,,25,False,17
u stolu,at the table,æt ðə tˈeɪbəl,at_the_table.opus,17046,33,,,25,False,17
u vchodu,at the entrance,æt ðɪ ˈɛntɹəns,at_the_entrance.opus,17047,33,,,25,False,17
