czech,english,pronunciation,audio,sort_order,block_id,note_id,topic_id,grammar_chunk_id,is_vocabulary,lesson_id
přístav,port,pˈɔːɹt,port.opus,9000,,,,,True,9
datum,date,dˈeɪt,date.opus,9001,,,,,True,9
pokoj,room,ɹˈuːm,room.opus,9002,,,,,True,9
kuchyně,kitchen,kˈɪtʃən,kitchen.opus,9003,,,,,True,9
koupelna,bathroom,bˈæθɹuːm,bathroom.opus,9004,,,,,True,9
obývací pokoj,living room,lˈɪvɪŋ ɹˈuːm,living_room.opus,9005,,,,,True,9
ložnice,bedroom,bˈɛdɹuːm,bedroom.opus,9006,,,,,True,9
tunel,tunnel,tˈʌnəl,tunnel.opus,9007,,,,,True,9
tvář,face,fˈeɪs,face.opus,9008,,,,,True,9
pokud,if,ˈɪf,if.opus,9009,,,,,True,9
místo,place,plˈeɪs,place.opus,9010,,,,,True,9
cesta,road,ɹˈoʊd,road.opus,9011,,,,,True,9
zastavit,stop,stˈɑːp,stop.opus,9012,,,,,True,9
chtít,want,wˈɔnt,want.opus,9013,,,,,True,9
odpovědět,answer,ˈænsɚ,answer.opus,9014,,,,,True,9
mezi,between,bᵻtwˈiːn,between.opus,9015,,,,,True,9
z,of,ˈʌv,of.opus,9016,,,,,True,9
vědět,know,nˈoʊ,know.opus,9017,,,,,True,9
vedle,next to,nˈɛkst tuː,next_to.opus,9018,,,,,True,9
tablet,tablet,tˈæblət,tablet.opus,9019,,,,,True,9
čepice,cap,kˈæp,cap.opus,9020,,,,,True,9
moci,can,kˈæn,can.opus,9021,,,,,True,9
peníze,money,mˈʌni,money.opus,9022,,,,,True,9
platit,pay,pˈeɪ,pay.opus,9023,,,,,True,9
já jsem,I am,aɪˈæm,i_am.opus,9024,7,,,1,False,9
ty jsi,you are,juː ˈɑːɹ,you_are.opus,9025,7,,,1,False,9
on je,he is,hiː ˈɪz,he_is.opus,9026,7,,,1,False,9
ona je,she is,ʃiː ˈɪz,she_is.opus,9027,7,,,1,False,9
to je,it is,ɪɾ ˈɪz,it_is.opus,9028,7,,,1,False,9
my jsme,we are,wiː ˈɑːɹ,we_are.opus,9029,7,,,1,False,9
vy jste,you are,juː ˈɑːɹ,you_are.opus,9030,7,,,1,False,9
oni jsou,they are,ðeɪ ˈɑːɹ,they_are.opus,9031,7,,,1,False,9
já jsem (zk.),I'm,ˈaɪm,im.opus,9032,8,,,2,False,9
ty jsi (zk.),you're,jˈʊɹ,youre.opus,9033,8,,,2,False,9
on je (zk.),he's,hˈiːz,hes.opus,9034,8,,,2,False,9
ona je (zk.),she's,ʃˈiːz,shes.opus,9035,8,,,2,False,9
to je (zk.),it's,ˈɪts,its.opus,9036,8,,,2,False,9
my jsme (zk.),we're,wˈɪɹ,were.opus,9037,8,,,2,False,9
vy jste (zk.),you're,jˈʊɹ,youre.opus,9038,8,,,2,False,9
oni jsou (zk.),they're,ðeɪˈɚ,theyre.opus,9039,8,,,2,False,9
Já jsem šťastný.,I'm happy.,aɪm hˈæpi,im_happy.opus,9040,,,,2,False,9
Ty jsi smutný.,You're sad.,jʊɹ sˈæd,youre_sad.opus,9041,,,,2,False,9
On je vysoký.,He's tall.,hiːz tˈɔːl,hes_tall.opus,9042,,,,2,False,9
Ona je malá.,She's small.,ʃiːz smˈɔːl,shes_small.opus,9043,,,,2,False,9
Je to špatné.,It's bad.,ɪts bˈæd,its_bad.opus,9044,,,,2,False,9
My jsme bohatí.,We're rich.,wɪɹ ɹˈɪtʃ,were_rich.opus,9045,,,,2,False,9
Vy jste tlustí.,You're fat.,jʊɹ fˈæt,youre_fat.opus,9046,,,,2,False,9
Oni jsou staří.,They're old.,ðeɪɚɹ ˈoʊld,theyre_old.opus,9047,,,,2,False,9
