czech,english,pronunciation,audio,sort_order,block_id,note_id,topic_id,grammar_chunk_id,is_vocabulary,lesson_id
akce,action,ˈækʃən,action.opus,15000,,,,,True,15
sám,alone,ɐlˈoʊn,alone.opus,15001,,,,,True,15
snídaně,breakfast,bɹˈɛkfəst,breakfast.opus,15002,,,,,True,15
pokračovat,continue,kəntˈɪnjuː,continue.opus,15003,,,,,True,15
mrtvý,dead,dˈɛd,dead.opus,15004,,,,,True,15
užívat si,enjoy,ɛndʒˈɔɪ,enjoy.opus,15005,,,,,True,15
plný,full,fˈʊl,full.opus,15006,,,,,True,15
zahrada,garden,ɡˈɑːɹdən,garden.opus,15007,,,,,True,15
cena,price,pɹˈaɪs,price.opus,15008,,,,,True,15
výsledek,result,ɹɪzˈʌlt,result.opus,15009,,,,,True,15
říct,tell,tˈɛl,tell.opus,15010,,,,,True,15
výhled,view,vjˈuː,view.opus,15011,,,,,True,15
s,with,wˈɪð,with.opus,15012,,,,,True,15
proti,against,ɐɡˈɛnst,against.opus,15013,,,,,True,15
autobus,bus,bˈʌs,bus.opus,15014,,,,,True,15
společnost,company,kˈʌmpəni,company.opus,15015,,,,,True,15
poušť,desert,dˈɛzɚt,desert.opus,15016,,,,,True,15
drahý,expensive,ɛkspˈɛnsɪv,expensive.opus,15017,,,,,True,15
květina,flower,flˈaʊɚ,flower.opus,15018,,,,,True,15
kostel,church,tʃˈɜːtʃ,church.opus,15019,,,,,True,15
možné,possible,pˈɑːsᵻbəl,possible.opus,15020,,,,,True,15
nemožné,impossible,ɪmpˈɑːsᵻbəl,impossible.opus,15021,,,,,True,15
opustit,leave,lˈiːv,leave.opus,15022,,,,,True,15
plán,plan,plˈæn,plan.opus,15023,,,,,True,15
určitý člen,the,ðˈə,the.opus,15024,19,,,11,False,15
neurčitý člen,"a, an",ɐ ˈæn,a_an.opus,15025,19,,,11,False,15
Jsem učitel.,I'm a teacher.,aɪm ɐ tˈiːtʃɚ,im_a_teacher.opus,15026,19,,,11,False,15
Jsem ten učitel.,I'm the teacher.,aɪm ðə tˈiːtʃɚ,im_the_teacher.opus,15027,19,,,11,False,15
Jsou učitelé.,They're teachers.,ðeɪɚ tˈiːtʃɚz,theyre_teachers.opus,15028,19,,,11,False,15
Jsou to ti učitelé.,They're the teachers.,ðeɪɚ ðə tˈiːtʃɚz,theyre_the_teachers.opus,15029,19,,,11,False,15
Toto je voda.,This is water.,ðɪs ɪz wˈɔːɾɚ,this_is_water.opus,15030,19,,,11,False,15
Toto je sklenice vody.,This is a glass of water.,ðɪs ɪz ɐ ɡlˈæs ʌv wˈɔːɾɚ,this_is_a_glass_of_water.opus,15031,19,,,11,False,15
Toto jsou sklenice vody.,These are glasses of water.,ðiːz ɑːɹ ɡlˈæsᵻz ʌv wˈɔːɾɚ,these_are_glasses_of_water.opus,15032,19,,,11,False,15
