czech,english,pronunciation,audio,sort_order,block_id,note_id,topic_id,grammar_chunk_id,is_vocabulary,lesson_id
já,I,ˈaɪ,i.opus,4000,1,,3,,True,4
ty,you,jˈuː,you.opus,4001,1,,3,,True,4
on,he,hˈiː,he.opus,4002,1,,3,,True,4
ona,she,ʃˈiː,she.opus,4003,1,,3,,True,4
ono,it,ˈɪt,it.opus,4004,1,,3,,True,4
my,we,wˈiː,we.opus,4005,1,,3,,True,4
vy,you,jˈuː,you.opus,4006,1,,3,,True,4
oni,they,ðˈeɪ,they.opus,4007,1,,3,,True,4
tam,there,ðˈɛɹ,there.opus,4008,,,,,True,4
dítě,child,tʃˈaɪld,child.opus,4009,,,,,True,4
muž,man,mˈæn,man.opus,4010,,,,,True,4
žena,woman,wˈʊmən,woman.opus,4011,,,,,True,4
jídlo,food,fˈuːd,food.opus,4012,,,,,True,4
pití,drink,dɹˈɪŋk,drink.opus,4013,,,,,True,4
obtížný,difficult,dˈɪfɪkəlt,difficult.opus,4014,,,,,True,4
po,after,ˈæftɚ,after.opus,4015,,,,,True,4
poledne,noon,nˈuːn,noon.opus,4016,,,,,True,4
kdo,who,hˈuː,who.opus,4017,,,,,True,4
co,what,wˈʌt,what.opus,4018,,,,,True,4
kde,where,wˈɛɹ,where.opus,4019,,,,,True,4
proč,why,wˈaɪ,why.opus,4020,,,,,True,4
jak,how,hˈaʊ,how.opus,4021,,,,,True,4
leden,January,dʒˈænjuːˌɛɹi,january.opus,4022,2,,4,,True,4
únor,February,fˈɛbɹuːˌɛɹi,february.opus,4023,2,,4,,True,4
březen,March,mˈɑːɹtʃ,march.opus,4024,2,,4,,True,4
duben,April,ˈeɪpɹəl,april.opus,4025,2,,4,,True,4
květen,May,mˈeɪ,may.opus,4026,2,,4,,True,4
červen,June,dʒˈuːn,june.opus,4027,2,,4,,True,4
červenec,July,dʒuːlˈaɪ,july.opus,4028,2,,4,,True,4
srpen,August,ˈɔːɡəst,august.opus,4029,2,,4,,True,4
září,September,sɛptˈɛmbɚ,september.opus,4030,2,,4,,True,4
říjen,October,ɑːktˈoʊbɚ,october.opus,4031,2,,4,,True,4
listopad,November,noʊvˈɛmbɚ,november.opus,4032,2,,4,,True,4
prosinec,December,dᵻsˈɛmbɚ,december.opus,4033,2,,4,,True,4
mít,have,hˈæv,have.opus,4034,,,,,True,4
číslo,number,nˈʌmbɚ,number.opus,4035,,,,,True,4
bochník,loaf,lˈoʊf,loaf.opus,4036,,,,,True,4
šálek,cup,kˈʌp,cup.opus,4037,,,,,True,4
sklenice,glass,ɡlˈæs,glass.opus,4038,,,,,True,4
myš,mouse,mˈaʊs,mouse.opus,4039,,,,,True,4
dopis,letter,lˈɛɾɚ,letter.opus,4040,,,,,True,4
věc,thing,θˈɪŋ,thing.opus,4041,,,,,True,4
žádný,none,nˈʌn,none.opus,4042,,,,,True,4
nic,nothing,nˈʌθɪŋ,nothing.opus,4043,,,,,True,4
nějaký,some,sˈʌm,some.opus,4044,,,,,True,4
něco,something,sˈʌmθɪŋ,something.opus,4045,,,,,True,4
jakýkoliv,any,ˈɛni,any.opus,4046,,,,,True,4
cokoliv,anything,ˈɛnɪθˌɪŋ,anything.opus,4047,,,,,True,4
který,which,wˈɪtʃ,which.opus,4048,,,,,True,4
čí,whose,hˈuːz,whose.opus,4049,,,,,True,4
z,from,fɹˈʌm,from.opus,4050,,,,,True,4
jméno,name,nˈeɪm,name.opus,4051,,,,,True,4
špatně,wrong,ɹˈɔŋ,wrong.opus,4052,,,,,True,4
čas,time,tˈaɪm,time.opus,4053,,,,,True,4
toto,this,ðˈɪs,this.opus,4054,,,,,True,4
tamto,that,ðˈæt,that.opus,4055,,,,,True,4
tyto,these,ðˈiːz,these.opus,4056,,,,,True,4
ti,those,ðˈoʊz,those.opus,4057,,,,,True,4
student,student,stˈuːdənt,student.opus,4058,,,,,True,4
žít,live,lɪv,live_IPA_liv.opus,4059,,,,,True,4
vzduch,air,ˈɛɹ,air.opus,4060,,,,,True,4
sklad,store,stˈɔːɹ,store.opus,4061,,,,,True,4
v,in,ˈɪn,in.opus,4062,,,,,True,4
na,on,ˈɔn,on.opus,4063,,,,,True,4
na,at,ˈæt,at.opus,4064,,,,,True,4
k,to,tˈuː,to.opus,4065,,,,,True,4
plakat,cry,kɹˈaɪ,cry.opus,4066,,,,,True,4
vždy,always,ˈɔːlweɪz,always.opus,4067,,,,,True,4
každý,every,ˈɛvɹi,every.opus,4068,,,,,True,4
nikdy,never,nˈɛvɚ,never.opus,4069,,,,,True,4
všechno,everything,ˈɛvɹɪθˌɪŋ,everything.opus,4070,,,,,True,4
tělo,body,bˈɑːdi,body.opus,4071,,,,,True,4
všichni,everyone,ˈɛvɹɪwˌʌn,everyone.opus,4072,,,,,True,4
všichni,everybody,ˈɛvɹɪbˌɑːdi,everybody.opus,4073,,,,,True,4
nikdo,no one,nˈoʊwˈʌn,no_one.opus,4074,,,,,True,4
nikdo,nobody,nˈoʊbɑːdi,nobody.opus,4075,,,,,True,4
opatrný,careful,kˈɛɹfəl,careful.opus,4076,,,,,True,4
krabice,box,bˈɑːks,box.opus,4077,,,,,True,4
okno,window,wˈɪndoʊ,window.opus,4078,,,,,True,4
dveře,door,dˈɔːɹ,door.opus,4079,,,,,True,4
