czech,english,pronunciation,audio,sort_order,block_id,note_id,topic_id,grammar_chunk_id,is_vocabulary,lesson_id
částečný úvazek,part-time,pˈɑːɹttˈaɪm,parttime.opus,115000,,,,,True,115
základní škola,primary school,pɹˈaɪmɚɹi skˈuːl,primary_school.opus,115001,,,,,True,115
házená,handball,hˈændbɔːl,handball.opus,115002,,,,,True,115
ruční,hand-held,hˈændhˈɛld,handheld.opus,115003,,,,,True,115
zejména,particularly,pɚtˈɪkjʊlɚli,particularly.opus,115004,,,,,True,115
primitivní,primitive,pɹˈɪmᵻtˌɪv,primitive.opus,115005,,,,,True,115
křičet,scream,skɹˈiːm,scream.opus,115006,,,,,True,115
příčestí,participle,pɑːɹtˈɪsɪpəl,participle.opus,115007,,,,,True,115
zacházet s,handle,hˈændəl,handle.opus,115008,,,,,True,115
účastnit se,participate,pɑːɹtˈɪsᵻpˌeɪt,participate.opus,115009,,,,,True,115
účastník,participant,pɑːɹtˈɪsɪpənt,participant.opus,115010,,,,,True,115
částečný,partial,pˈɑːɹʃəl,partial.opus,115011,,,,,True,115
podání ruky,handshake,hˈændʃeɪk,handshake.opus,115012,,,,,True,115
zatloukat,hammer,hˈæmɚ,hammer.opus,115013,,,,,True,115
především,primarily,pɹaɪmˈɛɹᵻli,primarily.opus,115014,,,,,True,115
vášeň,passion,pˈæʃən,passion.opus,115015,,,,,True,115
kněz,priest,pɹˈiːst,priest.opus,115016,,,,,True,115
úzkostlivě,anxiously,ˈæŋʃəsli,anxiously.opus,115017,,,,,True,115
hlídka,patrol,pɐtɹˈoʊl,patrol.opus,115018,,,,,True,115
sochařství,sculpture,skˈʌlptʃɚ,sculpture.opus,115019,,,,,True,115
předchozí,previous,pɹˈiːviəs,previous.opus,115020,,,,,True,115
tělocvična,gym,dʒˈɪm,gym.opus,115021,,,,,True,115
gymnastika,gymnastics,dʒɪmnˈæstɪks,gymnastics.opus,115022,,,,,True,115
pozdrav,greeting,ɡɹˈiːɾɪŋ,greeting.opus,115023,,,,,True,115
