czech,english,pronunciation,audio,sort_order,block_id,note_id,topic_id,grammar_chunk_id,is_vocabulary,lesson_id
údržba,maintenance,mˈeɪntənəns,maintenance.opus,129000,,,,,True,129
recyklace,recycling,ɹᵻsˈaɪklɪŋ,recycling.opus,129001,,,,,True,129
většina,majority,mədʒˈɔːɹᵻɾi,majority.opus,129002,,,,,True,129
obvaz,bandage,bˈændɪdʒ,bandage.opus,129003,,,,,True,129
ohledně,regarding,ɹᵻɡˈɑːɹdɪŋ,regarding.opus,129004,,,,,True,129
rána,bang,bˈæŋ,bang.opus,129005,,,,,True,129
starosta,mayor,mˈeɪɚ,mayor.opus,129006,,,,,True,129
duševní,mental,mˈɛntəl,mental.opus,129007,,,,,True,129
trhnutí,bang,bˈæŋ,bang.opus,129008,,,,,True,129
maximum,maximum,mˈæksɪməm,maximum.opus,129009,,,,,True,129
schválení,approval,ɐpɹˈuːvəl,approval.opus,129010,,,,,True,129
považovat,regard,ɹᵻɡˈɑːɹd,regard.opus,129011,,,,,True,129
řízení,management,mˈænɪdʒmənt,management.opus,129012,,,,,True,129
znovu získat,regain,ɹᵻɡˈeɪn,regain.opus,129013,,,,,True,129
bankovní účet,bank account,bˈæŋk ɐkˈaʊnt,bank_account.opus,129014,,,,,True,129
lidstvo,mankind,mæŋkˈaɪnd,mankind.opus,129015,,,,,True,129
samec,male,mˈeɪl,male.opus,129016,,,,,True,129
láskyplně,lovingly,lˈʌvɪŋli,lovingly.opus,129017,,,,,True,129
mentálně,mentally,mˈɛntəli,mentally.opus,129018,,,,,True,129
zmínit,mention,mˈɛnʃən,mention.opus,129019,,,,,True,129
menší,minor,mˈaɪnɚ,minor.opus,129020,,,,,True,129
nezletilý,minor,mˈaɪnɚ,minor.opus,129021,,,,,True,129
menšina,minority,maɪnˈɔːɹᵻɾi,minority.opus,129022,,,,,True,129
kapalný,liquid,lˈɪkwɪd,liquid.opus,129023,,,,,True,129
