czech,english,,
stádo,herd,,
rozptyl,scatter,,
děsivý,scary,,
bledý,pale,,
vnější,outer,,
dlaň,palm,,
nadějný,hopeful,,
sci-fi,science fiction,,
dosáhnout,attain,,
pravděpodobnost,probability,,
strašit,haunt,,
doufejme,hopefully,,
nenávist,hatred,,
kyčle,hip,,
cena,prize,,
poskok,hop,,
jinak,otherwise,,
měl by,ought to,,
prominentní,prominent,,
hit,hit,,
léčit,heal,,
léčení,healing,,
líbánky,honeymoon,,
Atlantik,Atlantic,,
zaplaceno,paid,,
dlužím,owe,,
slibovat,promise,,
spolužák,schoolmate,,
historický,historical,,
dlužno,owing,,
pánev,saucepan,,
bolestivé,painful,,
titulek,headline,,
atletický,athletic,,
přepracování,overwork,,
historický,historic,,
poměr,proportion,,
zásobník,bin,,
historik,historian,,
učitel,schoolteacher,,
sken,scan,,
účtovat,bill,,
předškolní,preschool,,
škrábnutí,scratch,,
obvykle,generally,,
generovat,generate,,
zasedání,session,,
štědrý,generous,,
