czech,english,,
talíř,plate,,
olivový olej,olive oil,,
moc,might,,
vyslovit,pronounce,,
soucit,pity,,
atraktivní,attractive,,
spravedlivý,fair,,
nespravedlivé,unfair,,
polední,midday,,
výslovnost,pronunciation,,
text,text,,
bohužel,unfortunately,,
textovat,text,,
pilot,pilot,,
progresivní,progressive,,
sami,themselves,,
olympijský,Olympic,,
terorista,terrorist,,
silný,powerful,,
vojenský,military,,
plast,plastic,,
publikovat,publish,,
oficiální,official,,
moudrost,wisdom,,
moudrý,wise,,
postroj,harness,,
nadávat,scold,,
ráj,paradise,,
výrobní,productive,,
rozsah,scope,,
beznadějný,hopeless,,
astronomie,astronomy,,
astronom,astronomer,,
vězeň,prisoner,,
biskup,bishop,,
převážit,outweigh,,
zbrklý,hasty,,
váhat,hesitate,,
roh,horn,,
horizont,horizon,,
soukromí,privacy,,
navrhnout,propose,,
papoušek,parrot,,
přemoci,overwhelm,,
návrh,proposal,,
padák,parachute,,
zakázat,prohibit,,
zákaz,prohibition,,
