czech,english,,
prostý,plain,,
sloužit,service,,
genetický,genetic,,
genetika,genetics,,
geneticky,genetically,,
umístit,place,,
stranou,aside,,
server,server,,
jáma,pit,,
zahanbený,ashamed,,
gentleman,gentleman,,
gen,gene,,
potenciální,potential,,
platforma,platform,,
zahrádkářství,gardening,,
plastový,plastic,,
zasadit,plant,,
oděv,garment,,
hrnčířství,pottery,,
usadit,settle,,
osadník,settler,,
vyrovnání,settlement,,
plánovat,plan,,
gay,gay,,
nastavení,setting,,
chudoba,poverty,,
prášek,powder,,
trubka,pipe,,
aspekt,aspect,,
zbožnost,piety,,
praktický,practical,,
koláč,pie,,
zatčení,arrest,,
klouzat,glide,,
aspirin,aspirin,,
zatknout,arrest,,
chvála,praise,,
záblesk,glimpse,,
záblesk,glint,,
výběr,pick,,
fyzika,physics,,
globální,global,,
uspořádání,arrangement,,
pohlédnout,glance,,
pohled,glance,,
oddělit,separate,,
oddělení,separation,,
polštář,pillow,,
