czech,english,pronunciation,audio,sort_order,block_id,note_id,topic_id,grammar_chunk_id,is_vocabulary,lesson_id
motiv,motive,mˈoʊɾɪv,motive.opus,112000,,,,,True,112
převážně,largely,lˈɑːɹdʒli,largely.opus,112001,,,,,True,112
pověst,reputation,ɹˌɛpjuːtˈeɪʃən,reputation.opus,112002,,,,,True,112
motivovat,motivate,mˈoʊɾᵻvˌeɪt,motivate.opus,112003,,,,,True,112
motivace,motivation,mˌoʊɾɪvˈeɪʃən,motivation.opus,112004,,,,,True,112
republika,republic,ɹᵻpˈʌblɪk,republic.opus,112005,,,,,True,112
trvat,last,lˈæst,last.opus,112006,,,,,True,112
reprodukovat,reproduce,ɹᵻpɹədˈuːs,reproduce.opus,112007,,,,,True,112
trvalý,lasting,lˈæstɪŋ,lasting.opus,112008,,,,,True,112
zástupce,representative,ɹˌɛpɹᵻzˈɛntətˌɪv,representative.opus,112009,,,,,True,112
opozdilec,latecomer,lˈeɪtkʌmɚ,latecomer.opus,112010,,,,,True,112
v poslední době,lately,lˈeɪtli,lately.opus,112011,,,,,True,112
namontovat,mount,mˈaʊnt,mount.opus,112012,,,,,True,112
pronajímatel,landlord,lˈændlɔːɹd,landlord.opus,112013,,,,,True,112
požadavek,requirement,ɹᵻkwˈaɪɚmənt,requirement.opus,112014,,,,,True,112
záchrana,rescue,ɹˈɛskjuː,rescue.opus,112015,,,,,True,112
rezervace,reservation,ɹˌɛzɚvˈeɪʃən,reservation.opus,112016,,,,,True,112
laboratoř,lab,lˈæb,lab.opus,112017,,,,,True,112
podobat se,resemble,ɹᵻzˈɛmbəl,resemble.opus,112018,,,,,True,112
deštný prales,rainforest,ɹˈeɪnfˌɔːɹɪst,rainforest.opus,112019,,,,,True,112
laboratoř,laboratory,lˈæbɹətˌɔːɹi,laboratory.opus,112020,,,,,True,112
zkoumat,research,ɹᵻsˈɜːtʃ,research.opus,112021,,,,,True,112
výzkumník,researcher,ɹᵻsˈɜːtʃɚ,researcher.opus,112022,,,,,True,112
bolest zad,backache,bˈækeɪk,backache.opus,112023,,,,,True,112
bláto,mud,mˈʌd,mud.opus,112024,,,,,True,112
žebřík,ladder,lˈædɚ,ladder.opus,112025,,,,,True,112
jehněčí,lamb,lˈæm,lamb.opus,112026,,,,,True,112
batoh,backpack,bˈækpæk,backpack.opus,112027,,,,,True,112
batůžkář,backpacker,bˈækpækɚ,backpacker.opus,112028,,,,,True,112
truchlit,mourn,mˈɔːɹn,mourn.opus,112029,,,,,True,112
vrchol hory,mountaintop,mˈaʊntɪntˌɑːp,mountaintop.opus,112030,,,,,True,112
zachránit,rescue,ɹˈɛskjuː,rescue.opus,112031,,,,,True,112
přistát,land,lˈænd,land.opus,112032,,,,,True,112
hnutí,movement,mˈuːvmənt,movement.opus,112033,,,,,True,112
lůžko,bedside,bˈɛdsaɪd,bedside.opus,112034,,,,,True,112
základ,basis,bˈeɪsɪs,basis.opus,112035,,,,,True,112
zapalovač,lighter,lˈaɪɾɚ,lighter.opus,112036,,,,,True,112
holý,bare,bˈɛɹ,bare.opus,112037,,,,,True,112
rejstřík,register,ɹˈɛdʒɪstɚ,register.opus,112038,,,,,True,112
zaregistrovat,register,ɹˈɛdʒɪstɚ,register.opus,112039,,,,,True,112
registrace,registration,ɹˌɛdʒɪstɹˈeɪʃən,registration.opus,112040,,,,,True,112
mechanik,mechanic,mᵻkˈænɪk,mechanic.opus,112041,,,,,True,112
mechanické,mechanical,mᵻkˈænɪkəl,mechanical.opus,112042,,,,,True,112
kraj,region,ɹˈiːdʒən,region.opus,112043,,,,,True,112
regionální,regional,ɹˈiːdʒənəl,regional.opus,112044,,,,,True,112
změřit,measure,mˈɛʒɚ,measure.opus,112045,,,,,True,112
měření,measurement,mˈɛʒɚmənt,measurement.opus,112046,,,,,True,112
mezitím,meanwhile,mˈiːnwaɪl,meanwhile.opus,112047,,,,,True,112
