czech,english,,
džudo,judo,,
horlivý,keen,,
brankář,keeper,,
kloub,joint,,
petrolej,kerosene,,
stisknutí klávesy,keystroke,,
zkrášlit,beautify,,
porazit,beat,,
běhat,jog,,
klenotník,jeweller,,
klečet,kneel,,
žurnalistika,journalism,,
estetický,aesthetic,,
esteticky,aesthetically,,
zkoumat,scrutinise,,
troubit,honk,,
spontánně,spontaneously,,
vtípek,quip,,
vtípkovat,quip,,
woo,woo,,
věrohodný,plausible,,
pravděpodobnost,plausibility,,
věrohodně,plausibly,,
instinktivní,instinctive,,
instinktivně,instinctively,,
stylistický,stylistic,,
stylisticky,stylistically,,
dědictví,inheritance,,
vlastní,inherent,,
ze své podstaty,inherently,,
zkoumání,scrutiny,,
spontánní,spontaneous,,
troubení,honk,,
kritérií,criteria,,
inovační,innovative,,
provokativní,provocative,,
provokativně,provocatively,,
sevřít,clench,,
smlouvat,haggle,,
opovržení,scorn,,
pohrdavý,scornful,,
opovržlivě,scornfully,,
provokovat,provoke,,
animovaně,animatedly,,
zatemnit,obscure,,
povrchně,superficially,,
nezřetelně,obscurely,,
póza,pose,,
