czech,english,,
dostupnost,availability,,
nomád,nomad,,
jmenování,nomination,,
sousední,neighbouring,,
zanedbání,neglect,,
záporně,negatively,,
nuzný,needy,,
skopové maso,mutton,,
osa,axis,,
mystifikovat,mystify,,
sekera,axe,,
nano,nano,,
narcistický,narcissistic,,
vypravěč,narrator,,
těsně,narrowly,,
celostátní,nationwide,,
kandidát,nominee,,
rodilý mluvčí,native speaker,,
námořní,naval,,
navigovat,navigate,,
navigace,navigation,,
námořnictvo,navy,,
elegantní,neat,,
nutně,necessarily,,
nutnost,necessity,,
úžas,awe,,
zbytečné,needless,,
zlobivý,naughty,,
neprofesionální,nonprofessional,,
nekuřácký,non-smoking,,
na sever,northward,,
audit,audit,,
zvláštní,odd,,
urazit,offend,,
pachatel,offender,,
útok,offence,,
z ruky,offhand,,
lilek,aubergine,,
atypické,atypical,,
offshore,offshore,,
konkurs,audition,,
přisuzovat,attribute,,
atribut,attribute,,
přitažlivost,attractiveness,,
olivový,olive,,
Olympia,Olympia,,
olympiáda,Olympiad,,
kdysi,once,,
