czech,english,,
udivující,astonishing,,
ohromen,astonished,,
udivit,astonish,,
parlament,parliament,,
oddělit,part,,
účast,participation,,
částice,particle,,
konkrétní,particular,,
partyzán,partisan,,
zdravotník,paramedic,,
ujistit,assure,,
ujištění,assurance,,
vášnivý,passionate,,
vášnivě,passionately,,
předpoklad,assumption,,
pastor,pastor,,
pastorální,pastoral,,
náplast,patch,,
trpělivě,patiently,,
vlastenec,patriot,,
vlastenecký,patriotic,,
partnerství,partnership,,
předjet,overtake,,
údiv,astonishment,,
průvod,parade,,
přesčas,overtime,,
převrácení,overturn,,
au,ow,,
kvůli,owing to,,
sova,owl,,
ozón,ozone,,
zabalené,packed,,
balíček,packet,,
podložka,pad,,
paradox,paradox,,
atletika,athletics,,
paleta,pallet,,
palačinka,pancake,,
pandemický,pandemic,,
panel,panel,,
panikařit,panic,,
papája,papaya,,
bezpapírový,paperless,,
papírování,paperwork,,
štětec,paintbrush,,
matematický,mathematical,,
ochrnutí,paralysis,,
kamaráde,mate,,
