czech,english,,
pot,sweat,,
přísahat,swear,,
kupující,buyer,,
roj,swarm,,
sjíždět bez motoru,coast,,
pobřežní,coastal,,
klec,cage,,
klasifikovat,classify,,
plavec,swimmer,,
klasický,classical,,
sytič,choke,,
meč,sword,,
křesťan,Christian,,
chronologie,chronology,,
chronologický,chronological,,
smát se,chuckle,,
oteklý,swollen,,
tele,calf,,
vypočítat,calculate,,
kalkulačka,calculator,,
neustále,constantly,,
přepnout,switch,,
oběžník,circular,,
cirkus,circus,,
občanství,citizenship,,
výpočet,calculation,,
civilní,civil,,
civilizace,civilisation,,
tvrzení,claim,,
letecká společnost,airline,,
přepínač,switch,,
představovat,constitute,,
ústava,constitution,,
postavit,construct,,
kulka,bullet,,
býk,bull,,
nebezpečně,dangerously,,
odvážit se,dare,,
tma,darkness,,
randit,date,,
rozruch,stir,,
seznamka,dating,,
stavitel,builder,,
omámení,daze,,
oslnit,dazzle,,
lhůta,deadline,,
smrtící,deadly,,
hluchý,deaf,,
