czech,english,,
zobrazit,portray,,
fraška,farce,,
dutina,cavity,,
nepropustný,impervious,,
byrokratický,bureaucratic,,
naivně,naively,,
hrdinka,heroine,,
eticky,ethically,,
etický,ethical,,
úcta,veneration,,
ctít,venerate,,
naivita,naivety,,
mytologický,mythological,,
loudit,stray,,
zbloudilý,stray,,
bezstarostně,blithely,,
okouzlující,beguilingly,,
okouzlující,beguiling,,
kašpar,buffoon,,
odstraněno,removed,,
neochvějně,unwaveringly,,
neochvějný,unwavering,,
ledabyle,slackly,,
flákat se,slack,,
ochablý,slack,,
překvapivě,startlingly,,
překvapující,startling,,
trikot,jersey,,
napjatě,tautly,,
napjatý,taut,,
bláznivý,zany,,
oddaný,devotee,,
balzám,salve,,
spása,salvation,,
pohltit,engross,,
zahájení,launch,,
magnát,tycoon,,
začátek,outset,,
vnímavě,perceptively,,
vnímavý,perceptive,,
rozmotaný,untangled,,
rozmotat,untangle,,
zamotaný,tangled,,
zamotat,tangle,,
spleť,tangle,,
sentimentálně,sentimentally,,
sentimentální,sentimental,,
překážka,impediment,,
