czech,english,,
kyvadlo,pendulum,,
trhlina,fissure,,
prohibitivně,prohibitively,,
prohibitivní,prohibitive,,
akutně,acutely,,
pověření,credential,,
důvěryhodnost,credibility,,
věrohodně,credibly,,
důvěryhodný,credible,,
magneticky,magnetically,,
vrták,drill,,
pučet,sprout,,
demografie,demography,,
obíhat,circulate,,
prostopášně,raunchily,,
prostopášný,raunchy,,
zánik,demise,,
rozčarování,disillusionment,,
scénář,screenplay,,
temperamentně,temperamentally,,
temperamentní,temperamental,,
temperament,temperament,,
cikánská,gypsy,,
probodnout,transfix,,
ďábelsky,fiendishly,,
otřesný,fiendish,,
zloduch,fiend,,
poslušně,docilely,,
poslušný,docile,,
rozzlobeně,irately,,
rozzlobený,irate,,
tlumič,buffer,,
máselnice,churn,,
mísit se,mingle,,
scénárista,screenwriter,,
příšerně,gruesomely,,
příšerný,gruesome,,
nákladově efektivní,cost-effective,,
směšně,ludicrously,,
kontokorent,overdraft,,
synopse,synopsis,,
proslulost,renown,,
olovnice,plummet,,
tranzit,transit,,
tesařství,carpentry,,
tesař,carpenter,,
vytlačit,dislodge,,
uvíznout,lodge,,
