czech,english,,
chemoterapie,chemotherapy,,
vážený,cherished,,
třešeň,cherry,,
žvýkat,chew,,
náčelník,chief,,
dětinský,childish,,
komín,chimney,,
průzračnost,clearness,,
čip,chip,,
kus,chunk,,
obvod,circuit,,
obvody,circuitry,,
okolnost,circumstance,,
celoměstský,citywide,,
škeble,clam,,
tleskat,clap,,
vyjasnit,clarify,,
klasifikace,classification,,
kotleta,chop,,
korona,corona,,
desátník,corporal,,
firemní,corporate,,
návrhář,designer,,
žádoucí,desirable,,
toužit,desire,,
desktop,desktop,,
opuštěnost,desolation,,
zoufale,desperately,,
zoufalství,desperation,,
opovrhovat,despise,,
osud,destiny,,
odpojit,detach,,
oddělení,detachment,,
detailní,detailed,,
zjistit,detect,,
určeno,determined,,
určovatel,determiner,,
rozvíjející se,developing,,
ďábel,devil,,
věnovat,devote,,
oddaný,devoted,,
průjem,diarrhoea,,
diktátor,dictator,,
pupen,bud,,
popisný,descriptive,,
sestoupit,descend,,
zástupce,deputy,,
porážka,defeat,,
