czech,english,,
nevolnost,qualm,,
obléhat,besiege,,
klášter,cloister,,
klauzurní,cloistered,,
připojit,annex,,
resuscitovat,resuscitate,,
resuscitace,resuscitation,,
uchvátit,ravish,,
vyrobit,fabricate,,
poznávací,cognitive,,
výroba,fabrication,,
skvrnitě,patchily,,
zvučný,resounding,,
zvučně,resoundingly,,
ozývat se,resound,,
vysvětit,ordain,,
inchoate,inchoate,,
nenápadně,inchoately,,
povznesený,elated,,
euforie,elation,,
hysterie,hysteria,,
hysterický,hysterical,,
neuspořádaný,patchy,,
vědecky,scholarly,,
pravost,authenticity,,
prezentační,presentational,,
vložit,embed,,
chochol,plume,,
náhoda,happenstance,,
odvážit se,venture,,
smířit,reconcile,,
smíření,reconciliation,,
smířlivý,conciliatory,,
smíření,conciliation,,
předpojatost,preconception,,
barokní,baroque,,
panenský,virginal,,
věž,spire,,
slon,elephantine,,
agentura,agency,,
přehlížet,condone,,
zboží,commodity,,
komoda,commode,,
nenápadný,unobtrusive,,
nenápadně,unobtrusively,,
nevtíravost,unobtrusiveness,,
přesvědčivě,compellingly,,
strašidelně,hauntingly,,
