czech,english,,
stipendium,scholarship,,
infarkt,heart attack,,
životopis,biography,,
sluch,hearing,,
příloha,attachment,,
psanec,outlaw,,
podšálek,saucer,,
balení,packing,,
atomový,atomic,,
načrtnout,outline,,
pokračovat,proceed,,
biologie,biology,,
neaktuální,out-of-date,,
podporovat,promote,,
podpora,promotion,,
bezmocný,helpless,,
čestně,honestly,,
výrobce,producer,,
poctivost,honesty,,
prokrastinace,procrastination,,
vlastnictví,property,,
vydatný,hearty,,
balík,package,,
biochemie,biochemistry,,
stejně,anyhow,,
nebe,heaven,,
nebesky,heavenly,,
pata,heel,,
výška,height,,
venkovní,outdoor,,
venku,outdoors,,
tempo,pace,,
HIV,HIV,,
helma,helmet,,
vyhlásit,proclaim,,
ohřívač,heater,,
zájmeno,pronoun,,
kyslík,oxygen,,
svatý,holy,,
scénický,scenic,,
správně,properly,,
proces,process,,
atmosféra,atmosphere,,
ohromující,overwhelming,,
pádlo,paddle,,
nebezpečí,hazard,,
pronájem,hire,,
vynikající,outstanding,,
