czech,english,,
taktika,tactic,,
taktický,tactical,,
takticky,tactically,,
gambit,gambit,,
blábolit,babble,,
cetka,bauble,,
souviset,correlate,,
korelace,correlation,,
spalování,combustion,,
pečlivý,painstaking,,
pečlivě,painstakingly,,
mašinka,contraption,,
pletivo,mesh,,
aktivátor,enabler,,
kolísat,fluctuate,,
kolísání,fluctuation,,
textař,lyricist,,
lyrický,lyrical,,
lyricky,lyrically,,
v dobré víře,bona fide,,
skomírající,moribund,,
odskočit,rebound,,
tvrzení,proposition,,
označování,flagging,,
elektroda,electrode,,
katastrofálně,catastrophically,,
nevyzpytatelný,wayward,,
reklama,blurb,,
provinční,provincial,,
indolentní,indolent,,
netečně,indolently,,
indolence,indolence,,
tvůrce chuti,taste-maker,,
deviantní,deviant,,
deviantně,deviantly,,
zplodit,engender,,
zisk,emolument,,
velkomyslnost,munificence,,
potomstvo,posterity,,
jedovatý,venomous,,
jedovatě,venomously,,
choreografie,choreography,,
choreografické,choreographical,,
archetyp,archetype,,
typický,archetypal,,
neshoda,dissension,,
vznešený,exalted,,
vznešeně,exaltedly,,
