czech,english,,
příjem,income,,
štěně,puppy,,
výživa,nutrition,,
výživný,nutritious,,
zlepšení,improvement,,
zřejmé,obvious,,
hrubě,rudely,,
odvolání,appeal,,
odpadky,rubbish,,
pryž,rubber,,
vydavatel,publisher,,
dojít,occur,,
obsadit,occupy,,
mše,mass,,
rutina,routine,,
impozantní,impressive,,
příležitost,occasion,,
příležitostné,occasional,,
zaokrouhlit,round,,
nevhodné,improper,,
samozřejmě,obviously,,
nevyhovující,inconvenient,,
živina,nutrient,,
nesprávný,incorrect,,
pojem,notion,,
všimnout si,notice,,
znatelný,noticeable,,
nástěnka,noticeboard,,
uvnitř,indoors,,
autorita,authority,,
průmyslový,industrial,,
nevyhnutelný,inevitable,,
pomocný,auxiliary,,
u silnice,roadside,,
severozápadní,northwest,,
severozápadní,northwestern,,
hádanka,puzzle,,
infekce,infection,,
tleskat,applaud,,
robot,robot,,
jednotlivec,individual,,
notoricky známý,notorious,,
nepřímo,indirectly,,
přírůstek,increase,,
ošetřovat,nurse,,
četné,numerous,,
stále více,increasingly,,
čistý,pure,,
