czech,english,,
ladit,tone,,
vyslovit,voice,,
nezáviděníhodný,unenviable,,
houževnatost,toughness,,
odvolání,recall,,
vzpomínka,recollection,,
instalatérství,plumbing,,
uvaděč,usher,,
zamračit se,glum,,
zachmuřeně,glumly,,
statečně,gamely,,
pitvat,dissect,,
pitva,dissection,,
chválit,commend,,
vyznamenání,commendation,,
tím,thereby,,
blikat,flicker,,
nezáviděníhodně,unenviably,,
zívat,gape,,
poddajný,supple,,
exoticky,exotically,,
baňka,flask,,
prostorný,spacious,,
labužník,gourmet,,
vykouzlit,conjure,,
krémová,creamy,,
sauna,sauna,,
nápravná,remedial,,
pózovat,posture,,
usedlý,sedate,,
spojka,clutch,,
na dálku,remotely,,
usedle,sedately,,
pomalý,sedate,,
grapefruit,grapefruit,,
zneklidňující,disquieting,,
manikúra,manicure,,
pedikúra,pedicure,,
lícní,facial,,
kytice,bouquet,,
renovovat,refurbish,,
renovace,refurbishment,,
důvody,grounds,,
pozemky,grounds,,
letargie,lethargy,,
letargický,lethargic,,
letargicky,lethargically,,
majestátní,stately,,
