czech,english,,
tělocvična,gym,,
gymnastika,gymnastics,,
pozdrav,greeting,,
trpělivost,patience,,
přes,past,,
obviňovat,blame,,
heslo,password,,
kadeřník,hairdresser,,
pas,passport,,
fén,hairdryer,,
pasivní,passive,,
stanoviště,habitat,,
frázové sloveso,phrasal verb,,
smíchat,blend,,
dárek,present,,
gorila,gorilla,,
drby,gossip,,
přesvědčit,persuade,,
přesvědčivý,persuasive,,
řídit,govern,,
vybrat,select,,
výběr,selection,,
guvernér,governor,,
talár,gown,,
přednost,preference,,
urvat,grab,,
osobně,personally,,
elegantní,graceful,,
přiřadit,assign,,
úkol,assignment,,
nádherný,gorgeous,,
zabavit,seize,,
přízrak,phantom,,
LÉKÁRNA,pharmacy,,
sláva,glory,,
fotokopie,photocopy,,
modlitba,prayer,,
brankář,goalkeeper,,
drahocenný,precious,,
bohyně,goddess,,
fénix,phoenix,,
filozofie,philosophy,,
hráč golfu,golfer,,
starožitnost,antique,,
samoobsluha,self-service,,
filozof,philosopher,,
jev,phenomenon,,
dobrota,goodness,,
