czech,english,,
vedle,alongside,,
udeřit,punch,,
ilegální,underground,,
dochvilnost,punctuality,,
podzemí,underground,,
úder,punch,,
ustanovení,provision,,
rozvázat,untie,,
závislost,addiction,,
k,unto,,
neléčené,untreated,,
neořezané,untrimmed,,
senátor,senator,,
neobvyklost,unusualness,,
abecední,alphabetical,,
nepřející,unwilling,,
nemoudrý,unwise,,
nezkušený,unworldly,,
závislý,addicted,,
výchova,upbringing,,
aktualizace,update,,
vyhlídka,prospect,,
upgrade,upgrade,,
městský,urban,,
omezení,restriction,,
akciový trh,stock market,,
zásoby,stockpile,,
vzhůru nohama,upside down,,
naštvat,upset,,
stoh,stack,,
vzpřímený,upright,,
stříbro,silverware,,
skalnatý,rocky,,
upgradovat,upgrade,,
navržený,proposed,,
próza,prose,,
stíhat,prosecute,,
sloupek,upright,,
prodejce,seller,,
nemyslitelně,unthinkably,,
nejistý,unsure,,
sjednocený,united,,
univerzální,universal,,
stolice,stool,,
provincie,province,,
nespravedlivě,unjustly,,
nevlídný,unkind,,
neomezený,unlimited,,
