czech,english,,
elektrikář,electrician,,
ekolog,ecologist,,
ekonom,economist,,
extatický,ecstatic,,
vzdělaný,educated,,
vychovatel,educator,,
účinně,effectively,,
účinnost,effectiveness,,
dechberoucí,breathtaking,,
zvolit,elect,,
hospodárný,economical,,
rozvod,divorce,,
váhat,falter,,
dívat se,gaze,,
zařízení,gear,,
zobecnění,generalisation,,
zevšeobecnit,generalise,,
štědrost,generosity,,
velkoryse,generously,,
génius,genius,,
žánr,genre,,
jemně,gently,,
originální,genuine,,
skutečně,genuinely,,
zeměpisný,geographic,,
zárodek,germ,,
útěk,getaway,,
ghetto,ghetto,,
růžová,blush,,
vyhrknout,blurt,,
rozmazat,blur,,
prozradí,giveaway,,
glacis,glacis,,
okouzlující,glamourous,,
křiklavý,gaudy,,
brána,gateway,,
lapat po dechu,gasp,,
zahradník,gardener,,
prchat,bolt,,
fregata,frigate,,
šroub,bolt,,
tučné písmo,bold,,
hranice,frontier,,
jednouchý,frugal,,
splnit,fulfil,,
vařící,boiling,,
kouř,fume,,
oslnění,glare,,
