czech,english,,
jóga,yoga,,
na palubě,aboard,,
domorodec,aborigine,,
výkřik,yell,,
napsáno,written,,
náramkové hodinky,wristwatch,,
obal,wrapping,,
drát,wire,,
hojné,abundant,,
doprovázet,accompany,,
dosáhnout,accomplish,,
podle,according to,,
velryba,whale,,
mokřad,wetland,,
na západ,westward,,
dobře oblečený,well-dressed,,
zpráva,account,,
účetní,accountant,,
podivný,weird,,
přesnost,accuracy,,
přesný,accurate,,
přesně,accurately,,
webkamera,webcam,,
předpověď počasí,weather forecast,,
obvinit,accuse,,
zbraň,weapon,,
slabost,weakness,,
kdykoli,whenever,,
náhodné,accidental,,
náhodou,accidentally,,
kdekoli,wherever,,
surfování,windsurfing,,
čelní sklo,windscreen,,
akademie,academy,,
akademický,academic,,
ochota,willingness,,
přízvuk,accent,,
divoce,wildly,,
divoká zvěř,wildlife,,
rozšířený,widespread,,
přijetí,acceptance,,
celek,whole,,
kdokoliv,whoever,,
přístupný,accessible,,
pískat,whistle,,
šepot,whisper,,
když,while,,
podle toho,whichever,,
