czech,english,,
okázalý,showy,,
kolaborativní,collaborative,,
spolupráce,collaboration,,
spolupracovník,collaborator,,
spolupracovat,collaborate,,
extravagance,extravagance,,
fit,fit,,
zaplést,implicate,,
proto,hence,,
mechanismus,mechanism,,
vykořisťování,exploitation,,
zavázat,oblige,,
hádat se,wrangle,,
vynaložit,exert,,
zdlouhavé,tedious,,
závislý,dependent,,
nefunkčnost,malfunction,,
řemeslo,craft,,
obvinit,implicate,,
vymývání mozku,brainwashing,,
vymýt mozek,brainwash,,
u cesty,wayside,,
jemně,subtly,,
gadget,gadget,,
odpojit,unplug,,
krytí,coverage,,
flákač,slob,,
předem,beforehand,,
klín,lap,,
znovu objevit,rediscover,,
vyprší platnost,expire,,
ošidit,con,,
vzdát se něčeho,relinquish,,
zařízení,appliance,,
nezvládnutelné,unmanageable,,
klidně,placidly,,
klidný,placid,,
ornamentální,ornamental,,
podvod,con,,
přenosný,portable,,
apt,apt,,
necky,washtub,,
dopravce,carrier,,
strašidelný,ghostly,,
vlhce,damply,,
lámat si hlavu,puzzle,,
vhodné k,apt to,,
salonek,saloon,,
