czech,english,,
pozorně,attentively,,
pozorný,attentive,,
účast,attendance,,
otevřeně,openly,,
mast,ointment,,
reptat,mutter,,
posedlý,obsessive,,
posedlý,obsess,,
nozdra,nostril,,
povolit,authorise,,
nic,nought,,
živit,nourish,,
výživa,nourishment,,
novinka,novelty,,
autoritativní,authoritative,,
hned,now,,
obtíž,nuisance,,
číselné,numerical,,
posedlost,obsession,,
školka,nursery,,
v kostce,nutshell,,
přísaha,oath,,
poslušnost,obedience,,
poslušný,obedient,,
poslouchat,obey,,
nekrolog,obituary,,
namítat,object,,
cíl,objective,,
povinnost,obligation,,
pozorovatel,observer,,
matice,nut,,
operátor,operator,,
mumlat,mutter,,
proměnlivost,mutability,,
mikropočítač,microcomputer,,
mikrometr,micrometre,,
mikroorganismus,microorganism,,
mikrofon,microphone,,
mikroskop,microscope,,
mikroskopický,microscopic,,
mikroskopie,microscopy,,
mikrovlnná trouba,microwave,,
uprostřed,midst,,
mocný,mighty,,
migrace,migration,,
Balky,balky,,
mlýn,mill,,
milimetr,millimetre,,
