czech,english,,
naznačovat,imply,,
neslušný,impolite,,
nezdvořile,impolitely,,
uložit,impose,,
nemožnost,impossibility,,
nepraktický,impractical,,
dojem,impressed,,
impresionismus,impressionism,,
impresionista,impressionist,,
uvěznit,imprison,,
odnětí svobody,imprisonment,,
nepravděpodobný,improbable,,
nesprávně,improperly,,
zlepšila,improved,,
impuls,impulse,,
impulsivní,impulsive,,
nepřesné,inaccurate,,
neadekvátní,inadequate,,
neživý,inanimate,,
vrozený,inborn,,
implikace,implication,,
uskutečnit,implement,,
nářadí,implement,,
nestálý,impermanent,,
identické,identical,,
identifikace,identification,,
identifikovat,identify,,
ideologie,ideology,,
idiot,idiot,,
líný,idle,,
zbožňovat,idolise,,
neznalost,ignorance,,
neznalý,ignorant,,
ilustrovat,illustrate,,
kadidlo,incense,,
ilustrace,illustration,,
ohyb,bend,,
imitace,imitation,,
ponořit,immerse,,
přistěhovalec,immigrant,,
nemorální,immoral,,
nesmrtelný,immortal,,
nesmrtelnost,immortality,,
nestranný,impartial,,
netrpělivě,impatiently,,
imperativ,imperative,,
obraznost,imagery,,
pobídka,incentive,,
