czech,english,,
vzdálený,distant,,
určit,determine,,
mít odpor,dislike,,
rozdíl,distinction,,
delfín,dolphin,,
bratrství,brotherhood,,
digitální,digital,,
rozlišovat,distinguish,,
koule,sphere,,
bronz,bronze,,
předěl,divide,,
rozmanité,diverse,,
stánek,stall,,
norma,standard,,
zoufalství,despair,,
potápěč,diver,,
špenát,spinach,,
božský,divine,,
spirála,spiral,,
potápění,diving,,
duch,spirit,,
sleva,discount,,
alternativní,alternative,,
pavouk,spider,,
spektakulární,spectacular,,
zoufalý,desperate,,
duchovní,spiritual,,
koření,spice,,
pikantní,spicy,,
stabilní,stable,,
touha,desire,,
bublina,bubble,,
zklamat,disappoint,,
zklamání,disappointment,,
rozvést,divorce,,
rozvedený,divorced,,
detektivní,detective,,
rozpustit,dissolve,,
divák,spectator,,
speciálně,specially,,
zřetelně,distinctly,,
pravopis,spelling,,
pilný,diligent,,
pečlivost,diligence,,
přímý,direct,,
přímo,directly,,
specializovat se,specialise,,
okres,district,,
