czech,english,,
nepořádek,clutter,,
pochmurně,sombrely,,
ponurý,sombre,,
vzájemně,mutually,,
neinspirativní,uninspiring,,
podněty,stimuli,,
všestrannost,versatility,,
oběh,circulation,,
univerzální,versatile,,
únava,fatigue,,
nastavitelný,adjustable,,
byrokraticky,bureaucratically,,
ohromující,staggering,,
domácký,homely,,
chladič,radiator,,
obyvatel,occupant,,
větrání,ventilation,,
ventilovat,ventilate,,
výrok,verdict,,
pracovní,occupational,,
veranda,verandah,,
sporné,contested,,
svalnatý,muscular,,
směšné,ludicrous,,
pokrytectví,hypocrisy,,
pokrytecký,hypocritical,,
neutralizovat,neutralise,,
plaketa,plaque,,
geniální,ingenious,,
obrátit se na,turn to,,
monotonie,monotony,,
jednotvárně,monotonously,,
monotónní,monotonous,,
míza,sap,,
oplývat,abound,,
vrhnout se,pounce,,
děsivě,appallingly,,
otřesné,appalling,,
konsternovat,appal,,
elastický,elastic,,
nevýrazný,lacklustre,,
synteticky,synthetically,,
syntetický,synthetic,,
dědictví,legacy,,
odkázat,bequeath,,
výbušně,explosively,,
benigně,benignly,,
benigní,benign,,
