czech,english,,
pravděpodobně,presumably,,
st,wed,,
vazba,weave,,
Antibakteriální,antibacterial,,
obvinění,accusation,,
předvést,present,,
unavený,weary,,
moderátorka,presenter,,
krátkost,shortness,,
nesnesitelný,unbearable,,
nedostupný,unavailable,,
napomínat,reprove,,
školačka,schoolgirl,,
bulvár,tabloid,,
rákos,reed,,
spojovací způsob,subjunctive,,
připínáček,tack,,
řešit,tackle,,
taktilní,tactile,,
štítek,tag,,
očarovaný,spellbound,,
aliance,alliance,,
pododdělení,subdivision,,
předělat,redo,,
odkaz,reference,,
subkultury,subculture,,
namáčení,soaking,,
subkontinent,subcontinent,,
promočený,soaked,,
namočit,soak,,
dostatek,ample,,
venkovský,rural,,
zesilovač,amplifier,,
stylista,stylist,,
vědecky,scientifically,,
sněhová koule,snowball,,
zesilovat,amplify,,
krotký,tame,,
opálení,tan,,
ocas,tail,,
referent,referent,,
rafinerie,refinery,,
scholastika,scholasticism,,
ohled,regard,,
socializovat,socialise,,
naplánovat,schedule,,
vyvrátit,refute,,
naplánováno,scheduled,,
