czech,english,,
úspory,savings,,
přemalovat,repaint,,
pilovat,saw,,
dostatečně,sufficiently,,
související,related,,
znovu se připojit,rejoin,,
konkrétně,specifically,,
utrpení,suffering,,
odmítnutí,rejection,,
tušit,suspect,,
pozastavit,suspend,,
podezřelý,suspicious,,
podezřele,suspiciously,,
udržet,sustain,,
chránit,safeguard,,
skenovat,scan,,
opakování,repetition,,
repertoár,repertoire,,
podívaná,spectacle,,
okolí,surroundings,,
žalovat,sue,,
zkouška,rehearsal,,
klesnout,sag,,
posílit,reinforce,,
zesílení,reinforcement,,
labuť,swan,,
šalvěj,sage,,
specifikovat,specify,,
terasa,terrace,,
ničivý,ruinous,,
překvapující,striking,,
průhledný,transparent,,
pramen,strand,,
dopravovat,transport,,
sprej,spray,,
přijetí,adoption,,
sektor,sector,,
odejít,quit,,
přejíždět,traverse,,
zásobník,tray,,
namáhat,strain,,
zacházet,treat,,
vysílat,transmit,,
skicovat,sketch,,
přijat,adopted,,
trek,trek,,
řadit se,queue,,
ohromně,tremendously,,
