czech,english,,
ikona,icon,,
seno,hay,,
nebezpečný,hazardous,,
klec,birdcage,,
velitelství,headquarters,,
Biotechnologie,biotechnology,,
zdravotní péče,health care,,
hromada,heap,,
biologický,biological,,
srdcervoucí,heartbreaking,,
potěšující,heart-warming,,
rodiště,birthplace,,
živý plot,hedge,,
peklo,hell,,
bio,bio,,
vázat,bind,,
pomocník,helper,,
konopí,hemp,,
bylina,herb,,
miliarda,billion,,
dědictví,heritage,,
váhání,hesitation,,
bikiny,bikini,,
helikoptéra,helicopter,,
zvýraznění,highlight,,
strašidelný,haunting,,
líhnutí,hatching,,
výstřel,gunshot,,
vnitřnosti,guts,,
tělocvičný,gymnastic,,
obyvatel,habitant,,
kroupy,hail,,
čepel,blade,,
chlupatý,hairy,,
kladivo,hammer,,
bizarní,bizarre,,
sužovat,haunt,,
ruční práce,handicraft,,
zábradlí,handrail,,
hořce,bitterly,,
pevný disk,hard drive,,
bankéř,banker,,
železářské zboží,hardware,,
poškodit,harm,,
neškodný,harmless,,
brány,harrow,,
spěch,haste,,
spěšně,hastily,,
