czech,english,,
toulec,quiver,,
třást se,quiver,,
sendvičové,sandwiched,,
pečlivě,meticulously,,
strakatý,mottled,,
pryskyřice,resin,,
pomalu,sedately,,
hranatý,angular,,
hranatost,angularity,,
tlumit,dampen,,
pirát,buccaneer,,
konglomerát,conglomerate,,
cay,cay,,
připálit,singe,,
kordon,cordon,,
legendární,fabled,,
epoxid,epoxy,,
pečlivý,meticulous,,
šmejd,romper,,
dovádění,romp,,
nevděčník,ingrate,,
cena,prise,,
vratký,rickety,,
odeslat,consign,,
zásilka,consignment,,
slavnost,fete,,
rozdělovat,dole out,,
opulentní,opulent,,
bohatství,opulence,,
opulentně,opulently,,
plutokrat,plutocrat,,
odmítavý,averse,,
vzdělávat,edify,,
poučení,edification,,
sterilita,sterility,,
rétorika,rhetoric,,
rétorický,rhetorical,,
rétoricky,rhetorically,,
přelétavý,flighty,,
těkavost,flightiness,,
síra,brimstone,,
dokonalý,impeccable,,
bezvadně,impeccably,,
kapat,dribble,,
záblísknout,glint,,
pekelně,infernally,,
artefakt,artifact,,
památkář,preservationist,,
