czech,english,,
depresivní,depressive,,
hejno,shoal,,
svitek,scroll,,
srazit se,collide,,
srážeč,collider,,
budova,edifice,,
houští,thicket,,
kvásek,leaven,,
kynutí,leavening,,
étos,ethos,,
exhibicionista,exhibitionist,,
vír,vortex,,
šetřit,economise,,
stojící,standing,,
přísně,stringently,,
pohrdavý,contemptuous,,
pohrdavě,contemptuously,,
opuštěný,forlorn,,
bezútěšně,forlornly,,
pokárání,rebuke,,
pokárat,rebuke,,
odporný,abhorrent,,
hnusit si,abhor,,
odporně,abhorrently,,
aberace,aberration,,
emulgovat,emulsify,,
emulgace,emulsification,,
emulgátor,emulsifier,,
přísada,additive,,
cukroví,confection,,
proximální,proximal,,
vandalizovat,vandalize,,
vandal,vandal,,
předstírat,feign,,
paradoxní,paradoxical,,
paradoxně,paradoxically,,
zánět hrtanu,laryngitis,,
přísné,stringent,,
svíravý,astringent,,
prolínat,interweave,,
rozvíjející se,burgeoning,,
indiskrétní,indiscrete,,
netaktnost,indiscretion,,
korpus,corpus,,
sípat,wheeze,,
neofyt,neophyte,,
přemluvit,coax,,
impozantně,formidably,,
