czech,english,,
inklinovat,tend,,
pokoušet,tempt,,
koberec,carpet,,
chuť,taste,,
bez chuti,tasteless,,
kočár,carriage,,
lepenková krabice,carton,,
rakovina,cancer,,
zrušit,cancel,,
pokladna,cashpoint,,
nahrát,tape,,
neformální,casual,,
kanál,canal,,
nádrž,tank,,
kategorie,category,,
kategorizovat,categorise,,
klimatizace,air conditioning,,
hovorný,talkative,,
letectvo,air force,,
chutný,tasty,,
neopatrný,careless,,
nedbale,carelessly,,
neopatrnost,carelessness,,
dočasný,temporary,,
zmírnit,temper,,
pokladník,teller,,
dohoda,agreement,,
zemědělství,agriculture,,
zemědělský,agricultural,,
telegram,telegram,,
telekomunikace,telecommunications,,
maličký,tiny,,
technologický,technological,,
vtipálek,tease,,
slza,tear,,
týmová práce,teamwork,,
spoluhráč,teammate,,
pomáhat,aid,,
pomoc,aid,,
výuka,teaching,,
cíl,aim,,
daň,tax,,
technika,technique,,
únavné,tiring,,
neuvěřitelný,unbelievable,,
nebojácný,unafraid,,
neschopný,unable,,
oslovit,address,,
