czech,english,,
paní,madam,,
madame,madame,,
šílenství,madness,,
maestro,maestro,,
zvětšit,magnify,,
major,major,,
nemoc,malady,,
bujný,lush,,
bojiště,battlefield,,
lukrativní,lucrative,,
soudní spor,lawsuit,,
vynálezce,inventor,,
uvozovky,inverted commas,,
vyšetřovat,investigate,,
vyšetřovatel,investigator,,
investice,investment,,
investor,investor,,
neviditelný,invisible,,
lákavě,invitingly,,
vyvolat,invoke,,
účast,involvement,,
vždy,invariably,,
ironicky,ironically,,
neodolatelný,irresistible,,
neodolatelně,irresistibly,,
nezodpovědný,irresponsible,,
podrážděný,irritated,,
dráždivý,irritating,,
podráždění,irritation,,
ostrovan,islander,,
vydat,issue,,
kurzívou,italicise,,
svědění,itch,,
iracionální,irrational,,
nacpat,jam,,
neměnný,invariable,,
vetřelec,intruder,,
urážka,insult,,
urazit,insult,,
integrovat,integrate,,
intelektuální,intellectual,,
intelektuál,intellectual,,
úmysl,intent,,
interaktivní,interactive,,
věci,belongings,,
zasahovat,interfere,,
interiér,interior,,
vniknutí,intrusion,,
