czech,english,,
opice,ape,,
chata,hut,,
nelegálně,illegally,,
nemoc,illness,,
osvětlit,illuminate,,
přistávací dráha,runway,,
hospoda,pub,,
imaginární,imaginary,,
uprchlý,runaway,,
napodobit,imitate,,
omluva,apology,,
bezprostřední,immediate,,
veřejnost,public,,
oficiálně,officially,,
přistěhovat se,immigrate,,
přistěhovalectví,immigration,,
zdánlivý,apparent,,
hromadnou dopravou,public transport,,
mastný,oily,,
staromódní,old-fashioned,,
ignorovat,ignore,,
psychologický,psychological,,
bezpečnost,safety,,
bezpečně,safely,,
prospěch,benefit,,
lední hokej,ice hockey,,
pokud,provided,,
bruslení na ledě,ice skating,,
záruka,safeguard,,
přitahovat,attract,,
se,oneself,,
safari,safari,,
pod,beneath,,
smutek,sadness,,
posvátný,sacred,,
identita,identity,,
průkaz totožnosti,identity card,,
idiom,idiom,,
modla,idol,,
pospíchat,rush,,
atrakce,attraction,,
riziko,risk,,
severovýchodní,northeastern,,
okolí,neighbourhood,,
jednání,negotiation,,
žehlit,iron,,
zachovat,retain,,
žehlení,ironing,,
