czech,english,,
tremor,tremor,,
sprejovat,spray,,
soud,trial,,
trojúhelník,triangle,,
kmen,tribe,,
oklamat,trick,,
aristokracie,aristocracy,,
záludný,tricky,,
dotaz,query,,
smlouva,treaty,,
přenos,transmission,,
stojící za zmínku,quotable,,
citát,quotation,,
odstředěný,skim,,
dovedně,skilfully,,
šikovný,skilful,,
stopovat,trail,,
radar,radar,,
přívěs,trailer,,
uškrtit,strangle,,
praktikant,trainee,,
trenér,trainer,,
nosič,rack,,
vlastnost,trait,,
zrádce,traitor,,
tulák,tramp,,
dupat,trample,,
přepis,transcript,,
rasista,racist,,
překladatel,translator,,
překlad,translation,,
zahlédnout,spot,,
tranzitivní,transitive,,
moderátor,anchorman,,
citovat,quote,,
Antivirus,antivirus,,
citát,quote,,
tranzistor,transistor,,
přechodný,transient,,
transfúze,transfusion,,
zručný,skilled,,
převod,transfer,,
rasismus,racism,,
přechod,transition,,
obchodník,trader,,
skateboardista,skateboarder,,
skateboard,skateboard,,
turbulentní,turbulent,,
