czech,english,,
mezilidské,interpersonal,,
výklad,interpretation,,
tlumočník,interpreter,,
přerušení,interruption,,
průsečík,intersection,,
darmošlap,layabout,,
nedostatečné,insufficient,,
níže,bellow,,
intimní,intimate,,
intranzitivní,intransitive,,
intravenózní,intravenous,,
interpretovat,interpret,,
čelist,jaw,,
rušit,intrude,,
ohrozit,jeopardise,,
označení,label,,
dělník,labourer,,
chromý,lame,,
kopí,lance,,
okruh (závodu),lap,,
trávník,lawn,,
zákonodárce,lawmaker,,
láva,lava,,
žárlivě,jealously,,
prádelna,laundry,,
druhý ze dvou,latter,,
beagle,beagle,,
zobák,beak,,
přistání,landing,,
na poslední chvíli,last-minute,,
bytná,landlady,,
naposledy,lastly,,
paprsek,beam,,
na poslední chvíli,last minute,,
laser,laser,,
skotačit,lark,,
sesuv půdy,landslide,,
známý,known,,
vědomě,knowingly,,
notebook,laptop,,
ložisko,bearing,,
uzel,knot,,
klokan,kangaroo,,
ospravedlnit,justify,,
jury,jury,,
karaoke,karaoke,,
porotce,juror,,
nekvalitní potraviny,junk food,,
