czech,english,,
stále,steadily,,
pokles,decline,,
zastavit,stem,,
pokles,decrease,,
snížit,decrease,,
věnovat,dedicate,,
strmé,steep,,
listina,deed,,
ocel,steel,,
kudrnatý,curly,,
pára,steam,,
hájit,defend,,
obránce,defender,,
obrana,defence,,
nedostatečný,deficient,,
nedostatek,deficiency,,
definovat,define,,
určitý,definite,,
určitý člen,definite article,,
rozhodně,definitely,,
definice,definition,,
porazit,defeat,,
kemp,campsite,,
zvědavý,curious,,
zvědavě,curiously,,
zvědavost,curiosity,,
spálit,burn,,
hořící,burning,,
ponorka,submarine,,
copyright,copyright,,
podvědomý,subconscious,,
stylový,stylish,,
omráčit,stun,,
ohromující,stunning,,
oprava,correction,,
klopýtnutí,stumble,,
plněné,stuffed,,
studio,studio,,
Příspěvek,allowance,,
uvízl,stuck,,
tvrdohlavý,stubborn,,
bavlna,cotton,,
boj,struggle,,
kašel,cough,,
prasknutí,burst,,
zloděj,burglar,,
podstatný,substantial,,
sdělit,convey,,
