czech,english,,
nepopsatelný,nondescript,,
silueta,silhouette,,
vyměnit,swap,,
výměna,swap,,
přesnost,precision,,
učení,apprenticeship,,
neomezený,limitless,,
personalizace,personalisation,,
nedbalý,negligent,,
personalizovat,personalise,,
přizpůsobit,tailor,,
patos,pathos,,
vykreslování,rendering,,
vykreslit,render,,
excentricky,eccentrically,,
výstřední,eccentric,,
domestikace,domestication,,
ochočit,domesticate,,
v tuzemsku,domestically,,
škodlivě,detrimentally,,
škodlivý,detrimental,,
degradace,degradation,,
újma,detriment,,
krejčí,tailor,,
nedbale,negligently,,
rarita,rarity,,
altruismus,altruism,,
symptomatická,symptomatic,,
hlavně,principally,,
degradovat,degrade,,
založit někam,misplace,,
sarkasticky,sarcastically,,
sarkasmus,sarcasm,,
cynismus,cynicism,,
cynicky,cynically,,
cynický,cynical,,
cynik,cynic,,
rozkazovací,imperative,,
bypass,bypass,,
udržitelně,sustainably,,
udržitelný,sustainable,,
sarkastický,sarcastic,,
neudržitelný,unsustainable,,
altruistický,altruistic,,
neudržitelně,unsustainably,,
dobrovolný,voluntary,,
scénář,scenario,,
sklízet,reap,,
