czech,english,,
sobecký,selfish,,
předpona,prefix,,
těhotná,pregnant,,
absolvent,graduate,,
graf,graph,,
grafický,graphic,,
grafika,graphics,,
zajistit,secure,,
zabezpečení,security,,
vděčnost,gratitude,,
hrob,grave,,
omáčka,gravy,,
roleta,blind,,
předpis,prescription,,
žehnat,bless,,
požehnání,blessing,,
pomocný,assistant,,
antonymum,antonym,,
přítomnost,presence,,
předložka,preposition,,
připravený,prepared,,
bez peněz,penniless,,
udělit,grant,,
trvalý,permanent,,
trvale,permanently,,
promoce,graduation,,
umělec,performer,,
blogger,blogger,,
skleník,greenhouse,,
blog,blog,,
předsudek,prejudice,,
za,per,,
procent,per cent,,
pomoc,assistance,,
příprava,preparation,,
grant,grant,,
zablokovat,block,,
ubytovna,hostel,,
kaše,mash,,
prosperovat,prosper,,
prosperující,prosperous,,
měsíční,monthly,,
malina,raspberry,,
liga,league,,
netvor,monster,,
naklánět se,lean,,
opakovaně,repeatedly,,
skok,leap,,
