czech,english,,
vydání,edition,,
efektivní,effective,,
solidní,solid,,
účinnost,efficiency,,
účinný,efficient,,
ekosystému,ecosystem,,
přízemí,downstairs,,
existence,existence,,
odejít,exit,,
rybařit,fish,,
namontovat,fit,,
fitness,fitness,,
zakrátko,shortly,,
nedostatek,shortage,,
výložník,boom,,
otrávený,annoyed,,
záblesk,flash,,
bota,boot,,
výroční,annual,,
nakupovat,shop,,
zákazník,shopper,,
každoročně,annually,,
plovat,float,,
stádo,flock,,
potopa,flood,,
tok,flow,,
téci,flow,,
chuť,flavour,,
chřipka,flu,,
nepříjemnost,annoyance,,
první dáma,first lady,,
finanční,financial,,
nález,finding,,
jemný,fine,,
krevety,shrimp,,
nuda,boredom,,
otvor,bore,,
oznámit,announce,,
první patro,first-floor,,
hasičská zbrojnice,fire station,,
oznámení,announcement,,
ohňostroj,firework,,
upevnit,firm,,
pevný,firm,,
pevně,firmly,,
pohraniční,border,,
křičet,shout,,
první patro,first floor,,
