czech,english,,
okraj,brim,,
pekelný,infernal,,
driblovat,dribble,,
kamarád,crony,,
zákaz,proscription,,
náchylný,prone,,
mrchožrout,scavenger,,
havěť,vermin,,
totemický,totemic,,
emulovat,emulate,,
emulace,emulation,,
ptačí,avian,,
zbytkový,vestigial,,
zbytečně,vestigially,,
závěs,hitch,,
magnát,magnate,,
velkodušný,magnanimous,,
velkodušně,magnanimously,,
velkodušnost,magnanimity,,
vichřice,whirlwind,,
úžina,strait,,
světský,secular,,
sekulárně,secularly,,
eufemismus,euphemism,,
eufemistický,euphemistic,,
eufemisticky,euphemistically,,
brouhaha,brouhaha,,
poletovat,flit,,
věštění,divination,,
předzvěst,porten,,
reptat,grumble,,
žoldák,mercenary,,
víceslabičný,polysyllabic,,
slabičný,syllabic,,
nadbytečný,superfluous,,
nadbytečně,superfluously,,
úryvek,snippet,,
praktikující,practitioner,,
efemérní,ephemeral,,
efeméra,ephemera,,
pomíjivost,ephemerality,,
souhrnně,summarily,,
sbírat,skim,,
neomylně,infallibly,,
neomylný,infallible,,
neomylnost,infallibility,,
zkaženost,depravity,,
zhýralý,depraved,,
