czech,english,,
konstrukce,construction,,
trpět,suffer,,
konzumovat,consume,,
spotřebitel,consumer,,
spotřeba,consumption,,
najednou,suddenly,,
spokojený,content,,
kontinuální,continual,,
neustále,continually,,
kontinuální,continuous,,
nepřetržitě,continuously,,
naopak,contrary,,
přispět,contribute,,
příspěvek,contribution,,
kontroverze,controversy,,
kontroverzní,controversial,,
alergický,allergic,,
nahradit,substitute,,
náhrada,substitute,,
přesvědčit,convince,,
rada,council,,
poradenství,counselling,,
počet,count,,
kritický,critical,,
proudit,stream,,
proud,stream,,
jahoda,strawberry,,
plodina,crop,,
přechod,crossing,,
sláma,straw,,
rozcestí,crossroads,,
vrána,crow,,
krutý,cruel,,
strategický,strategic,,
rozdrtit,crush,,
chomáč,bunch,,
kupodivu,strangely,,
okurka,cucumber,,
kultivovat,cultivate,,
kulturní,cultural,,
kmen,strain,,
lék,cure,,
kritik,critic,,
krize,crisis,,
trestný,criminal,,
posílit,strengthen,,
čelit,counter,,
nespočet,countless,,
