czech,english,,
něžně,tenderly,,
něha,tenderness,,
zadní,rear,,
Agonize,agonise,,
analogie,analogy,,
svléknout,strip,,
kontrolovat,screen,,
realizace,realisation,,
rozumně,reasonably,,
šplouchnutí,splash,,
technicky,technically,,
technický,technical,,
rekreace,recreation,,
dřezová baterie,tap,,
chrápat,snore,,
chrápání,snore,,
skútr,scooter,,
tvrdošíjně,stubbornly,,
čichat,sniff,,
roztočit,spin,,
zápasit,struggle,,
kýchnout,sneeze,,
rozdírat,tatter,,
přehodnotit,reconsider,,
tetování,tattoo,,
posměch,taunt,,
škrábat,scramble,,
mířit,aim,,
čajová lžička,teaspoon,,
počítat,reckon,,
dráždit,tease,,
uznání,recognition,,
snap,snap,,
opálený,tanned,,
vzpomenout si,recollect,,
apostrof,apostrophe,,
navzdory,spite,,
žalobníček,sneak,,
doporučitelné,recommendable,,
úšklebek,sneer,,
doporučení,recommendation,,
rozbít,smash,,
podtitulek,subtitle,,
jemný,subtle,,
zmírnit,relieve,,
úleva,relief,,
relikvie,relic,,
vhodně,appropriately,,
