czech,english,,
leták,handout,,
vštípit,instil,,
hi-tech,hi-tech,,
unést,hijack,,
objetí,hug,,
obrovsky,hugely,,
lidská práva,human rights,,
humánní,humane,,
humanista,humanist,,
humanizovat,humanise,,
pokořit,humble,,
švindl,humbug,,
ponížit,humiliate,,
ponižující,humiliating,,
vznášet se,hover,,
ponížení,humiliation,,
bobule,berry,,
benevolentní,benevolent,,
utišit,hush,,
hybridní,hybrid,,
hygiena,hygiene,,
nadsázka,hyperbole,,
pomlčka,hyphen,,
shovívavost,benevolence,,
mít prospěch z něčeho,benefit,,
ledař,iceman,,
lov,hunting,,
únos,hijack,,
hospodyňka,housewife,,
hospodyně,housekeeper,,
veselý,hilarious,,
náznak,hint,,
nabídka,bidding,,
nabídka,bid,,
držák,holder,,
zmatek,bewilderment,,
zmást,bewilder,,
dutý,hollow,,
holocaust,holocaust,,
domů,homeward,,
hospodář,housemaster,,
vypilovat,hone,,
kapuce,hood,,
háček,hook,,
zradit,betray,,
hospic,hospice,,
pohostinný,hospitable,,
bestseller,bestseller,,
