czech,english,pronunciation,audio,sort_order,block_id,note_id,topic_id,grammar_chunk_id,is_vocabulary,lesson_id
pár,few,fjˈuː,few.opus,50000,,,,,True,50
plot,fence,fˈɛns,fence.opus,50001,,,,,True,50
žena,female,fˈiːmeɪl,female.opus,50002,,,,,True,50
daný,given,ɡˈɪvən,given.opus,50003,,,,,True,50
samostatný,separate,sˈɛpɹət,separate.opus,50004,,,,,True,50
poplatek,fee,fˈiː,fee.opus,50005,,,,,True,50
postava,figure,fˈɪɡjɚ,figure.opus,50006,,,,,True,50
umlčet,silence,sˈaɪləns,silence.opus,50007,,,,,True,50
peří,feather,fˈɛðɚ,feather.opus,50008,,,,,True,50
tichý,silent,sˈaɪlənt,silent.opus,50009,,,,,True,50
tiše,silently,sˈaɪləntli,silently.opus,50010,,,,,True,50
hloupý,silly,sˈɪli,silly.opus,50011,,,,,True,50
strach,fear,fˈɪɹ,fear.opus,50012,,,,,True,50
zeměkoule,globe,ɡlˈoʊb,globe.opus,50013,,,,,True,50
chyba,fault,fˈɔlt,fault.opus,50014,,,,,True,50
stříbrný,silver,sˈɪlvɚ,silver.opus,50015,,,,,True,50
senior,senior,sˈiːnjɚ,senior.opus,50016,,,,,True,50
funkce,feature,fˈiːtʃɚ,feature.opus,50017,,,,,True,50
opravit,fix,fˈɪks,fix.opus,50018,,,,,True,50
kotník,ankle,ˈæŋkəl,ankle.opus,50019,,,,,True,50
rybář,fisherman,fˈɪʃɚmən,fisherman.opus,50020,,,,,True,50
shot,shot,ʃˈɑːt,shot.opus,50021,,,,,True,50
desková hra,board game,bˈɔːɹd ɡˈeɪm,board_game.opus,50022,,,,,True,50
otravovat,annoy,ɐnˈɔɪ,annoy.opus,50023,,,,,True,50
Já jsem ještě neskončil.,I haven't finished yet.,aɪ hˈævənt fˈɪnɪʃt jˈɛt,i_havent_finished_yet.opus,50024,72,,,62,False,50
Ty jsi ten film ještě neviděl.,You haven't seen the movie yet.,juː hˈævənt sˈiːn ðə mˈuːvi jˈɛt,you_havent_seen_the_movie_yet.opus,50025,72,,,62,False,50
On své klíče zatím neztratil.,He hasn't lost his keys yet.,hiː hˈæzənt lˈɔst hɪz kˈiːz jˈɛt,he_hasnt_lost_his_keys_yet.opus,50026,72,,,62,False,50
Ona se ještě nerozhodla.,She hasn't decided yet.,ʃiː hˈæzənt dᵻsˈaɪdᵻd jˈɛt,she_hasnt_decided_yet.opus,50027,72,,,62,False,50
To se zatím nerozbilo.,It hasn't broken yet.,ɪt hˈæzənt bɹˈoʊkən jˈɛt,it_hasnt_broken_yet.opus,50028,72,,,62,False,50
My jsme ještě nepřijeli.,We haven't arrived yet.,wiː hˈævənt ɚɹˈaɪvd jˈɛt,we_havent_arrived_yet.opus,50029,72,,,62,False,50
Vy jste tu adresu ještě nezapomněli.,You haven't forgotten the address yet.,juː hˈævənt fɚɡˈɑːʔn̩ ðɪ ɐdɹˈɛs jˈɛt,you_havent_forgotten_the_address_yet.opus,50030,72,,,62,False,50
Oni ještě nejedli.,They haven't eaten yet.,ðeɪ hˈævənt ˈiːʔn̩ jˈɛt,they_havent_eaten_yet.opus,50031,72,,,62,False,50
