czech,english,pronunciation,audio,sort_order,block_id,note_id,topic_id,grammar_chunk_id,is_vocabulary,lesson_id
plachý,shy,ʃˈaɪ,shy.opus,24000,,,,,True,24
sprcha,shower,ʃˈaʊɚ,shower.opus,24001,,,,,True,24
šou,show,ʃˈoʊ,show.opus,24002,,,,,True,24
by měl,should,ʃˈʊd,should.opus,24003,,,,,True,24
krátit,short,ʃˈɔːɹt,short.opus,24004,,,,,True,24
nakupování,shopping,ʃˈɑːpɪŋ,shopping.opus,24005,,,,,True,24
bota,shoe,ʃˈuː,shoe.opus,24006,,,,,True,24
třepat,shake,ʃˈeɪk,shake.opus,24007,,,,,True,24
sestavit,set,sˈɛt,set.opus,24008,,,,,True,24
věta,sentence,sˈɛntəns,sentence.opus,24009,,,,,True,24
já,self,sˈɛlf,self.opus,24010,,,,,True,24
pohled,sight,sˈaɪt,sight.opus,24011,,,,,True,24
fotbal,soccer,sˈɑːkɚ,soccer.opus,24012,,,,,True,24
zasněžený,snowy,snˈoʊi,snowy.opus,24013,,,,,True,24
had,snake,snˈeɪk,snake.opus,24014,,,,,True,24
kouř,smoke,smˈoʊk,smoke.opus,24015,,,,,True,24
kouření,smoking,smˈoʊkɪŋ,smoking.opus,24016,,,,,True,24
kovář,smith,smˈɪθ,smith.opus,24017,,,,,True,24
vůně,smell,smˈɛl,smell.opus,24018,,,,,True,24
dovednost,skill,skˈɪl,skill.opus,24019,,,,,True,24
místo,site,sˈaɪt,site.opus,24020,,,,,True,24
Pane,sir,sˈɜː,sir.opus,24021,,,,,True,24
zpěvák,singer,sˈɪŋɚ,singer.opus,24022,,,,,True,24
sekce,section,sˈɛkʃən,section.opus,24023,,,,,True,24
"moci, umět",can,kˈæn,can.opus,24024,42,,,34,False,24
"nemoci, neumět",can't,kˈænt,cant.opus,24025,42,,,34,False,24
"mohl, uměl by",could,kˈʊd,could.opus,24026,42,,,34,False,24
"nemohl, neuměl by",couldn't,kˈʊdənt,couldnt.opus,24027,42,,,34,False,24
smět,may,mˈeɪ,may.opus,24028,42,,,34,False,24
nesmět,may not,mˈeɪ nˈɑːt,may_not.opus,24029,42,,,34,False,24
mohl by,might,mˈaɪt,might.opus,24030,43,,,34,False,24
nemohl by,might not,mˌaɪt nˈɑːt,might_not.opus,24031,43,,,34,False,24
muset,must,mˈʌst,must.opus,24032,43,,,34,False,24
nesmět,mustn't,mˈʌsənt,mustnt.opus,24033,43,,,34,False,24
bude,will,wˈɪl,will.opus,24034,43,,,34,False,24
nebude,won't,wˈoʊnt,wont.opus,24035,43,,,34,False,24
bude (návrh),shall,ʃˈæl,shall.opus,24036,44,,,34,False,24
nebude (návrh),shall not,ʃˌæl nˈɑːt,shall_not.opus,24037,44,,,34,False,24
měl by,should,ʃˈʊd,should.opus,24038,44,,,34,False,24
neměl by,shouldn't,ʃˈʊdənt,shouldnt.opus,24039,44,,,34,False,24
chtěl by,would,wˈʊd,would.opus,24040,44,,,34,False,24
nechtěl by,wouldn't,wˈʊdənt,wouldnt.opus,24041,44,,,34,False,24
Já mohu pomoci.,I can help.,aɪ kæn hˈɛlp,i_can_help.opus,24042,,,,34,False,24
Umíš plavat?,Can you swim?,kæn juː swˈɪm,can_you_swim.opus,24043,,,,34,False,24
On umí vařit.,He can cook.,hiː kæn kˈʊk,he_can_cook.opus,24044,,,,34,False,24
Umí řídit?,Can she drive?,kæn ʃiː dɹˈaɪv,can_she_drive.opus,24045,,,,34,False,24
Nemůže to fungovat.,It can't work.,ɪt kˈænt wˈɜːk,it_cant_work.opus,24046,,,,34,False,24
Nemůžeme teď odejít?,Can't we leave now?,kˈænt wiː lˈiːv nˈaʊ,cant_we_leave_now.opus,24047,,,,34,False,24
Oni neumějí plavat.,They can't swim.,ðeɪ kˈænt swˈɪm,they_cant_swim.opus,24048,,,,34,False,24
Nemohu ti pomoci?,Can't I help you?,kˈænt aɪ hˈɛlp juː,cant_i_help_you.opus,24049,,,,34,False,24
Ty bys mohl pomoci.,You could help.,juː kʊd hˈɛlp,you_could_help.opus,24050,,,,34,False,24
Mohl by on přijít?,Could he come?,kʊd hiː kˈʌm,could_he_come.opus,24051,,,,34,False,24
On možná přijde.,He may come.,hiː mˈeɪ kˈʌm,he_may_come.opus,24052,,,,34,False,24
Smí přijít?,May she come?,mˈeɪ ʃiː kˈʌm,may_she_come.opus,24053,,,,34,False,24
Možná to bude pravda.,It may be true.,ɪt mˈeɪ biː tɹˈuː,it_may_be_true.opus,24054,,,,34,False,24
Smíme začít?,May we start?,mˈeɪ wiː stˈɑːɹt,may_we_start.opus,24055,,,,34,False,24
Ona možná přijde.,She might come.,ʃiː mˌaɪt kˈʌm,she_might_come.opus,24056,,,,34,False,24
