czech,english,pronunciation,audio,sort_order,block_id,note_id,topic_id,grammar_chunk_id,is_vocabulary,lesson_id
představit,introduce,ˌɪntɹədˈuːs,introduce.opus,15000,,,,,True,15
méně,less,lˈɛs,less.opus,15001,,,,,True,15
značka,mark,mˈɑːɹk,mark.opus,15002,,,,,True,15
trpělivý,patient,pˈeɪʃənt,patient.opus,15003,,,,,True,15
možná,perhaps,pɚhˈæps,perhaps.opus,15004,,,,,True,15
vzrůst,rise,ɹˈaɪz,rise.opus,15005,,,,,True,15
smysl,sense,sˈɛns,sense.opus,15006,,,,,True,15
stav,state,stˈeɪt,state.opus,15007,,,,,True,15
otočit,turn,tˈɜːn,turn.opus,15008,,,,,True,15
bude,will,wˈɪl,will.opus,15009,,,,,True,15
jednat,act,ˈækt,act.opus,15010,,,,,True,15
objevit,appear,ɐpˈɪɹ,appear.opus,15011,,,,,True,15
zlomit,break,bɹˈeɪk,break.opus,15012,,,,,True,15
kurz,course,kˈɔːɹs,course.opus,15013,,,,,True,15
soud,court,kˈɔːɹt,court.opus,15014,,,,,True,15
diskutovat,discuss,dɪskˈʌs,discuss.opus,15015,,,,,True,15
efekt,effect,ɪfˈɛkt,effect.opus,15016,,,,,True,15
forma,form,fˈɔːɹm,form.opus,15017,,,,,True,15
zákazník,customer,kˈʌstəmɚ,customer.opus,15018,,,,,True,15
hmyz,insect,ˈɪnsɛkt,insect.opus,15019,,,,,True,15
znamenat,mean,mˈiːn,mean.opus,15020,,,,,True,15
jednou,once,wˈʌns,once.opus,15021,,,,,True,15
účel,purpose,pˈɜːpəs,purpose.opus,15022,,,,,True,15
opravdu,really,ɹˈiəli,really.opus,15023,,,,,True,15
jezdit,ride,ɹˈaɪd,ride.opus,15024,,,,,True,15
situace,situation,sˌɪtʃuːˈeɪʃən,situation.opus,15025,,,,,True,15
úspěch,success,səksˈɛs,success.opus,15026,,,,,True,15
ačkoliv,though,ðˈoʊ,though.opus,15027,,,,,True,15
na,upon,əpˈɑːn,upon.opus,15028,,,,,True,15
válka,war,wˈɔːɹ,war.opus,15029,,,,,True,15
zaneprázdněný,busy,bˈɪzi,busy.opus,15030,,,,,True,15
detail,detail,diːtˈeɪl,detail.opus,15031,,,,,True,15
zvláště,especially,ɪspˈɛʃəli,especially.opus,15032,,,,,True,15
dokončit,finish,fˈɪnɪʃ,finish.opus,15033,,,,,True,15
země,ground,ɡɹˈaʊnd,ground.opus,15034,,,,,True,15
