czech,english,pronunciation,audio,sort_order,block_id,note_id,topic_id,grammar_chunk_id,is_vocabulary,lesson_id
ovládat,control,kəntɹˈoʊl,control.opus,10000,,,,,True,10
milý,dear,dˈɪɹ,dear.opus,10001,,,,,True,10
šéf,chief,tʃˈiːf,chief.opus,10002,,,,,True,10
pozvat,invite,ɪnvˈaɪt,invite.opus,10003,,,,,True,10
pozdní,late,lˈeɪt,late.opus,10004,,,,,True,10
většina,most,mˈoʊst,most.opus,10005,,,,,True,10
pouze,only,ˈoʊnli,only.opus,10006,,,,,True,10
produkt,product,pɹˈɑːdʌkt,product.opus,10007,,,,,True,10
služba,service,sˈɜːvɪs,service.opus,10008,,,,,True,10
měl by,shall,ʃˈæl,shall.opus,10009,,,,,True,10
zůstat,stay,stˈeɪ,stay.opus,10010,,,,,True,10
manželka,wife,wˈaɪf,wife.opus,10011,,,,,True,10
daleko,away,ɐwˈeɪ,away.opus,10012,,,,,True,10
péče,care,kˈɛɹ,care.opus,10013,,,,,True,10
náklady,cost,kˈɔst,cost.opus,10014,,,,,True,10
hluboký,deep,dˈiːp,deep.opus,10015,,,,,True,10
dost,enough,ɪnˈʌf,enough.opus,10016,,,,,True,10
bojovat,fight,fˈaɪt,fight.opus,10017,,,,,True,10
garáž,garage,ɡɚɹˈɑːʒ,garage.opus,10018,,,,,True,10
hvězda,star,stˈɑːɹ,star.opus,10019,,,,,True,10
ponechat,keep,kˈiːp,keep.opus,10020,,,,,True,10
chybět,miss,mˈɪs,miss.opus,10021,,,,,True,10
žádost,request,ɹᵻkwˈɛst,request.opus,10022,,,,,True,10
sezóna,season,sˈiːzən,season.opus,10023,,,,,True,10
nemocný,sick,sˈɪk,sick.opus,10024,,,,,True,10
vítat,welcome,wˈɛlkʌm,welcome.opus,10025,,,,,True,10
souhlasit,agree,ɐɡɹˈiː,agree.opus,10026,,,,,True,10
most,bridge,bɹˈɪdʒ,bridge.opus,10027,,,,,True,10
dort,cake,kˈeɪk,cake.opus,10028,,,,,True,10
jiný,other,ˈʌðɚ,other.opus,10029,,,,,True,10
hráč,player,plˈeɪɚ,player.opus,10030,,,,,True,10
spíše,rather,ɹˈæðɚ,rather.opus,10031,,,,,True,10
zůstat,remain,ɹᵻmˈeɪn,remain.opus,10032,,,,,True,10
strana,side,sˈaɪd,side.opus,10033,,,,,True,10
jih,south,sˈaʊθ,south.opus,10034,,,,,True,10
